prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[47, 55, 62, 67]","[47, 55, 62, 67]","[47, 55, 62, 67]",G,major,3,"[47, 55, 62, 67]"
"[47, 55, 62, 67]","[47, 55, 62, 67]","[47, 55, 62, 67]",G,major,4,"[48, 55, 60, 64]"
"[47, 55, 62, 67]","[47, 55, 62, 67]","[48, 55, 60, 64]",G,major,5,"[48, 55, 60, 64]"
"[47, 55, 62, 67]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,6,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,7,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,8,"[50, 59, 62, 65]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[50, 59, 62, 65]",G,major,9,"[50, 59, 62, 65]"
"[48, 55, 60, 64]","[50, 59, 62, 65]","[50, 59, 62, 65]",G,major,10,"[50, 59, 60, 65]"
"[50, 59, 62, 65]","[50, 59, 62, 65]","[50, 59, 60, 65]",G,major,11,"[50, 59, 60, 65]"
"[50, 59, 62, 65]","[50, 59, 60, 65]","[50, 59, 60, 65]",G,major,12,"[52, 60, 64, 67]"
"[50, 59, 60, 65]","[50, 59, 60, 65]","[52, 60, 64, 67]",G,major,13,"[52, 60, 64, 67]"
"[50, 59, 60, 65]","[52, 60, 64, 67]","[52, 60, 64, 67]",G,major,14,"[52, 60, 64, 67]"
"[52, 60, 64, 67]","[52, 60, 64, 67]","[52, 60, 64, 67]",G,major,15,"[52, 60, 64, 67]"
"[52, 60, 64, 67]","[52, 60, 64, 67]","[52, 60, 64, 67]",G,major,0,"[48, 60, 64, 67]"
"[52, 60, 64, 67]","[52, 60, 64, 67]","[48, 60, 64, 67]",G,major,1,"[48, 60, 64, 67]"
"[52, 60, 64, 67]","[48, 60, 64, 67]","[48, 60, 64, 67]",G,major,2,"[48, 55, 64, 69]"
"[48, 60, 64, 67]","[48, 60, 64, 67]","[48, 55, 64, 69]",G,major,3,"[48, 55, 64, 70]"
"[48, 60, 64, 67]","[48, 55, 64, 69]","[48, 55, 64, 70]",G,major,4,"[53, 53, 60, 69]"
"[48, 55, 64, 69]","[48, 55, 64, 70]","[53, 53, 60, 69]",G,major,5,"[53, 53, 60, 69]"
"[48, 55, 64, 70]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,6,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,7,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,8,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,9,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,10,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,11,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,12,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,13,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,14,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,15,"[53, 53, 60, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[53, 53, 60, 69]",G,major,0,"[41, 48, 57, 69]"
"[53, 53, 60, 69]","[53, 53, 60, 69]","[41, 48, 57, 69]",G,major,1,"[41, 48, 57, 69]"
"[53, 53, 60, 69]","[41, 48, 57, 69]","[41, 48, 57, 69]",G,major,2,"[41, 48, 57, 69]"
"[41, 48, 57, 69]","[41, 48, 57, 69]","[41, 48, 57, 69]",G,major,3,"[41, 48, 57, 69]"
"[41, 48, 57, 69]","[41, 48, 57, 69]","[41, 48, 57, 69]",G,major,4,"[43, 55, 59, 62]"
"[41, 48, 57, 69]","[41, 48, 57, 69]","[43, 55, 59, 62]",G,major,5,"[43, 55, 59, 62]"
"[41, 48, 57, 69]","[43, 55, 59, 62]","[43, 55, 59, 62]",G,major,6,"[43, 55, 59, 62]"
"[43, 55, 59, 62]","[43, 55, 59, 62]","[43, 55, 59, 62]",G,major,7,"[43, 55, 59, 62]"
"[43, 55, 59, 62]","[43, 55, 59, 62]","[43, 55, 59, 62]",G,major,8,"[55, 55, 59, 62]"
"[43, 55, 59, 62]","[43, 55, 59, 62]","[55, 55, 59, 62]",G,major,9,"[55, 55, 59, 62]"
"[43, 55, 59, 62]","[55, 55, 59, 62]","[55, 55, 59, 62]",G,major,10,"[53, 55, 59, 62]"
"[55, 55, 59, 62]","[55, 55, 59, 62]","[53, 55, 59, 62]",G,major,11,"[53, 55, 59, 62]"
"[55, 55, 59, 62]","[53, 55, 59, 62]","[53, 55, 59, 62]",G,major,12,"[52, 55, 60, 67]"
"[53, 55, 59, 62]","[53, 55, 59, 62]","[52, 55, 60, 67]",G,major,13,"[52, 55, 60, 67]"
"[53, 55, 59, 62]","[52, 55, 60, 67]","[52, 55, 60, 67]",G,major,14,"[50, 55, 60, 67]"
"[52, 55, 60, 67]","[52, 55, 60, 67]","[50, 55, 60, 67]",G,major,15,"[50, 55, 60, 67]"
"[52, 55, 60, 67]","[50, 55, 60, 67]","[50, 55, 60, 67]",G,major,0,"[48, 55, 55, 65]"
"[50, 55, 60, 67]","[50, 55, 60, 67]","[48, 55, 55, 65]",G,major,1,"[48, 55, 55, 65]"
"[50, 55, 60, 67]","[48, 55, 55, 65]","[48, 55, 55, 65]",G,major,2,"[47, 55, 55, 65]"
"[48, 55, 55, 65]","[48, 55, 55, 65]","[47, 55, 55, 65]",G,major,3,"[47, 55, 55, 65]"
"[48, 55, 55, 65]","[47, 55, 55, 65]","[47, 55, 55, 65]",G,major,4,"[48, 55, 60, 64]"
"[47, 55, 55, 65]","[47, 55, 55, 65]","[48, 55, 60, 64]",G,major,5,"[48, 55, 60, 64]"
"[47, 55, 55, 65]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,6,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,7,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,8,"[43, 55, 59, 62]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[43, 55, 59, 62]",G,major,9,"[43, 55, 59, 62]"
"[48, 55, 60, 64]","[43, 55, 59, 62]","[43, 55, 59, 62]",G,major,10,"[43, 50, 59, 62]"
"[43, 55, 59, 62]","[43, 55, 59, 62]","[43, 50, 59, 62]",G,major,11,"[43, 50, 59, 62]"
"[43, 55, 59, 62]","[43, 50, 59, 62]","[43, 50, 59, 62]",G,major,12,"[36, 52, 55, 60]"
"[43, 50, 59, 62]","[43, 50, 59, 62]","[36, 52, 55, 60]",G,major,13,"[36, 52, 55, 60]"
"[43, 50, 59, 62]","[36, 52, 55, 60]","[36, 52, 55, 60]",G,major,14,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",G,major,15,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",G,major,0,"[48, 60, 64, 67]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[48, 60, 64, 67]",G,major,1,"[48, 60, 64, 67]"
"[36, 52, 55, 60]","[48, 60, 64, 67]","[48, 60, 64, 67]",G,major,2,"[48, 60, 64, 67]"
"[48, 60, 64, 67]","[48, 60, 64, 67]","[48, 60, 64, 67]",G,major,3,"[48, 60, 64, 67]"
"[48, 60, 64, 67]","[48, 60, 64, 67]","[48, 60, 64, 67]",G,major,4,"[53, 57, 60, 69]"
"[48, 60, 64, 67]","[48, 60, 64, 67]","[53, 57, 60, 69]",G,major,5,"[53, 57, 60, 69]"
"[48, 60, 64, 67]","[53, 57, 60, 69]","[53, 57, 60, 69]",G,major,6,"[53, 57, 60, 69]"
"[53, 57, 60, 69]","[53, 57, 60, 69]","[53, 57, 60, 69]",G,major,7,"[53, 57, 60, 69]"
"[53, 57, 60, 69]","[53, 57, 60, 69]","[53, 57, 60, 69]",G,major,8,"[50, 57, 62, 69]"
"[53, 57, 60, 69]","[53, 57, 60, 69]","[50, 57, 62, 69]",G,major,9,"[50, 57, 62, 69]"
"[53, 57, 60, 69]","[50, 57, 62, 69]","[50, 57, 62, 69]",G,major,10,"[50, 57, 62, 69]"
"[50, 57, 62, 69]","[50, 57, 62, 69]","[50, 57, 62, 69]",G,major,11,"[50, 57, 62, 69]"
"[50, 57, 62, 69]","[50, 57, 62, 69]","[50, 57, 62, 69]",G,major,12,"[55, 59, 62, 67]"
"[50, 57, 62, 69]","[50, 57, 62, 69]","[55, 59, 62, 67]",G,major,13,"[55, 59, 62, 67]"
"[50, 57, 62, 69]","[55, 59, 62, 67]","[55, 59, 62, 67]",G,major,14,"[55, 59, 64, 67]"
"[55, 59, 62, 67]","[55, 59, 62, 67]","[55, 59, 64, 67]",G,major,15,"[55, 59, 64, 67]"
"[55, 59, 62, 67]","[55, 59, 64, 67]","[55, 59, 64, 67]",G,major,0,"[43, 59, 62, 65]"
"[55, 59, 64, 67]","[55, 59, 64, 67]","[43, 59, 62, 65]",G,major,1,"[43, 59, 62, 64]"
"[55, 59, 64, 67]","[43, 59, 62, 65]","[43, 59, 62, 64]",G,major,2,"[43, 55, 59, 65]"
"[43, 59, 62, 65]","[43, 59, 62, 64]","[43, 55, 59, 65]",G,major,3,"[43, 55, 59, 65]"
"[43, 59, 62, 64]","[43, 55, 59, 65]","[43, 55, 59, 65]",G,major,4,"[48, 55, 60, 64]"
"[43, 55, 59, 65]","[43, 55, 59, 65]","[48, 55, 60, 64]",G,major,5,"[48, 55, 60, 64]"
"[43, 55, 59, 65]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,6,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,7,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,8,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,9,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,10,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,11,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,12,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,13,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,14,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,15,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,0,"[47, 55, 55, 62]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[47, 55, 55, 62]",G,major,1,"[47, 55, 55, 62]"
"[48, 55, 60, 64]","[47, 55, 55, 62]","[47, 55, 55, 62]",G,major,2,"[47, 55, 55, 62]"
"[47, 55, 55, 62]","[47, 55, 55, 62]","[47, 55, 55, 62]",G,major,3,"[47, 55, 55, 62]"
"[47, 55, 55, 62]","[47, 55, 55, 62]","[47, 55, 55, 62]",G,major,4,"[48, 55, 60, 64]"
"[47, 55, 55, 62]","[47, 55, 55, 62]","[48, 55, 60, 64]",G,major,5,"[48, 55, 60, 64]"
"[47, 55, 55, 62]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,6,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,7,"[48, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,8,"[45, 48, 60, 66]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[45, 48, 60, 66]",G,major,9,"[45, 48, 60, 66]"
"[48, 55, 60, 64]","[45, 48, 60, 66]","[45, 48, 60, 66]",G,major,10,"[45, 48, 60, 66]"
"[45, 48, 60, 66]","[45, 48, 60, 66]","[45, 48, 60, 66]",G,major,11,"[45, 48, 60, 66]"
"[45, 48, 60, 66]","[45, 48, 60, 66]","[45, 48, 60, 66]",G,major,12,"[47, 50, 59, 67]"
"[45, 48, 60, 66]","[45, 48, 60, 66]","[47, 50, 59, 67]",G,major,13,"[47, 50, 59, 67]"
"[45, 48, 60, 66]","[47, 50, 59, 67]","[47, 50, 59, 67]",G,major,14,"[47, 50, 59, 67]"
"[47, 50, 59, 67]","[47, 50, 59, 67]","[47, 50, 59, 67]",G,major,15,"[47, 50, 59, 67]"
"[47, 50, 59, 67]","[47, 50, 59, 67]","[47, 50, 59, 67]",G,major,0,"[48, 57, 64, 69]"
"[47, 50, 59, 67]","[47, 50, 59, 67]","[48, 57, 64, 69]",G,major,1,"[48, 57, 64, 69]"
"[47, 50, 59, 67]","[48, 57, 64, 69]","[48, 57, 64, 69]",G,major,2,"[48, 57, 64, 71]"
"[48, 57, 64, 69]","[48, 57, 64, 69]","[48, 57, 64, 71]",G,major,3,"[48, 57, 64, 72]"
"[48, 57, 64, 69]","[48, 57, 64, 71]","[48, 57, 64, 72]",G,major,4,"[50, 57, 62, 71]"
"[48, 57, 64, 71]","[48, 57, 64, 72]","[50, 57, 62, 71]",G,major,5,"[50, 57, 62, 71]"
"[48, 57, 64, 72]","[50, 57, 62, 71]","[50, 57, 62, 71]",G,major,6,"[50, 55, 62, 71]"
"[50, 57, 62, 71]","[50, 57, 62, 71]","[50, 55, 62, 71]",G,major,7,"[50, 55, 62, 71]"
"[50, 57, 62, 71]","[50, 55, 62, 71]","[50, 55, 62, 71]",G,major,8,"[38, 60, 62, 69]"
"[50, 55, 62, 71]","[50, 55, 62, 71]","[38, 60, 62, 69]",G,major,9,"[38, 60, 62, 69]"
"[50, 55, 62, 71]","[38, 60, 62, 69]","[38, 60, 62, 69]",G,major,10,"[38, 59, 62, 67]"
"[38, 60, 62, 69]","[38, 60, 62, 69]","[38, 59, 62, 67]",G,major,11,"[38, 59, 62, 67]"
"[38, 60, 62, 69]","[38, 59, 62, 67]","[38, 59, 62, 67]",G,major,12,"[43, 59, 62, 67]"
"[38, 59, 62, 67]","[38, 59, 62, 67]","[43, 59, 62, 67]",G,major,13,"[43, 59, 62, 67]"
"[38, 59, 62, 67]","[43, 59, 62, 67]","[43, 59, 62, 67]",G,major,14,"[43, 59, 62, 67]"
"[43, 59, 62, 67]","[43, 59, 62, 67]","[43, 59, 62, 67]",G,major,15,"[43, 59, 62, 67]"
"[43, 59, 62, 67]","[43, 59, 62, 67]","[43, 59, 62, 67]",G,major,0,"[47, 55, 62, 67]"
"[43, 59, 62, 67]","[43, 59, 62, 67]","[47, 55, 62, 67]",G,major,1,"[47, 55, 62, 67]"
"[43, 59, 62, 67]","[47, 55, 62, 67]","[47, 55, 62, 67]",G,major,2,"[47, 50, 62, 67]"
"[47, 55, 62, 67]","[47, 55, 62, 67]","[47, 50, 62, 67]",G,major,3,"[47, 50, 62, 67]"
"[47, 55, 62, 67]","[47, 50, 62, 67]","[47, 50, 62, 67]",G,major,4,"[48, 52, 60, 67]"
"[47, 50, 62, 67]","[47, 50, 62, 67]","[48, 52, 60, 67]",G,major,5,"[48, 52, 60, 67]"
"[47, 50, 62, 67]","[48, 52, 60, 67]","[48, 52, 60, 67]",G,major,6,"[48, 53, 60, 67]"
"[48, 52, 60, 67]","[48, 52, 60, 67]","[48, 53, 60, 67]",G,major,7,"[48, 53, 60, 67]"
"[48, 52, 60, 67]","[48, 53, 60, 67]","[48, 53, 60, 67]",G,major,8,"[36, 55, 60, 67]"
"[48, 53, 60, 67]","[48, 53, 60, 67]","[36, 55, 60, 67]",G,major,9,"[36, 55, 60, 67]"
"[48, 53, 60, 67]","[36, 55, 60, 67]","[36, 55, 60, 67]",G,major,10,"[38, 55, 60, 67]"
"[36, 55, 60, 67]","[36, 55, 60, 67]","[38, 55, 60, 67]",G,major,11,"[38, 55, 60, 67]"
"[36, 55, 60, 67]","[38, 55, 60, 67]","[38, 55, 60, 67]",G,major,12,"[40, 55, 60, 72]"
"[38, 55, 60, 67]","[38, 55, 60, 67]","[40, 55, 60, 72]",G,major,13,"[40, 55, 60, 72]"
"[38, 55, 60, 67]","[40, 55, 60, 72]","[40, 55, 60, 72]",G,major,14,"[40, 55, 62, 72]"
"[40, 55, 60, 72]","[40, 55, 60, 72]","[40, 55, 62, 72]",G,major,15,"[40, 55, 62, 72]"
"[40, 55, 60, 72]","[40, 55, 62, 72]","[40, 55, 62, 72]",G,major,0,"[36, 55, 64, 70]"
"[40, 55, 62, 72]","[40, 55, 62, 72]","[36, 55, 64, 70]",G,major,1,"[36, 55, 64, 70]"
"[40, 55, 62, 72]","[36, 55, 64, 70]","[36, 55, 64, 70]",G,major,2,"[36, 55, 64, 69]"
"[36, 55, 64, 70]","[36, 55, 64, 70]","[36, 55, 64, 69]",G,major,3,"[36, 55, 64, 69]"
"[36, 55, 64, 70]","[36, 55, 64, 69]","[36, 55, 64, 69]",G,major,4,"[41, 53, 60, 69]"
"[36, 55, 64, 69]","[36, 55, 64, 69]","[41, 53, 60, 69]",G,major,5,"[41, 53, 60, 69]"
"[36, 55, 64, 69]","[41, 53, 60, 69]","[41, 53, 60, 69]",G,major,6,"[41, 53, 60, 69]"
"[41, 53, 60, 69]","[41, 53, 60, 69]","[41, 53, 60, 69]",G,major,7,"[41, 53, 60, 69]"
"[41, 53, 60, 69]","[41, 53, 60, 69]","[41, 53, 60, 69]",G,major,8,"[41, 53, 60, 69]"
"[41, 53, 60, 69]","[41, 53, 60, 69]","[41, 53, 60, 69]",G,major,9,"[41, 53, 60, 69]"
"[41, 53, 60, 69]","[41, 53, 60, 69]","[41, 53, 60, 69]",G,major,10,"[41, 53, 60, 69]"
