prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[52, 59, 68, 76]","[52, 59, 68, 76]","[52, 59, 68, 76]",A,minor,3,"[52, 59, 68, 76]"
"[52, 59, 68, 76]","[52, 59, 68, 76]","[52, 59, 68, 76]",A,minor,4,"[52, 59, 68, 76]"
"[52, 59, 68, 76]","[52, 59, 68, 76]","[52, 59, 68, 76]",A,minor,5,"[52, 59, 68, 76]"
"[52, 59, 68, 76]","[52, 59, 68, 76]","[52, 59, 68, 76]",A,minor,6,"[52, 59, 68, 76]"
"[52, 59, 68, 76]","[52, 59, 68, 76]","[52, 59, 68, 76]",A,minor,7,"[52, 59, 68, 76]"
"[52, 59, 68, 76]","[52, 59, 68, 76]","[52, 59, 68, 76]",A,minor,8,"[57, 60, 69, 76]"
"[52, 59, 68, 76]","[52, 59, 68, 76]","[57, 60, 69, 76]",A,minor,9,"[57, 60, 69, 76]"
"[52, 59, 68, 76]","[57, 60, 69, 76]","[57, 60, 69, 76]",A,minor,10,"[57, 60, 69, 76]"
"[57, 60, 69, 76]","[57, 60, 69, 76]","[57, 60, 69, 76]",A,minor,11,"[57, 60, 69, 76]"
"[57, 60, 69, 76]","[57, 60, 69, 76]","[57, 60, 69, 76]",A,minor,12,"[55, 59, 71, 76]"
"[57, 60, 69, 76]","[57, 60, 69, 76]","[55, 59, 71, 76]",A,minor,13,"[55, 59, 71, 76]"
"[57, 60, 69, 76]","[55, 59, 71, 76]","[55, 59, 71, 76]",A,minor,14,"[55, 60, 71, 76]"
"[55, 59, 71, 76]","[55, 59, 71, 76]","[55, 60, 71, 76]",A,minor,15,"[55, 60, 71, 76]"
"[55, 59, 71, 76]","[55, 60, 71, 76]","[55, 60, 71, 76]",A,minor,0,"[53, 62, 69, 74]"
"[55, 60, 71, 76]","[55, 60, 71, 76]","[53, 62, 69, 74]",A,minor,1,"[53, 62, 69, 74]"
"[55, 60, 71, 76]","[53, 62, 69, 74]","[53, 62, 69, 74]",A,minor,2,"[53, 64, 69, 74]"
"[53, 62, 69, 74]","[53, 62, 69, 74]","[53, 64, 69, 74]",A,minor,3,"[53, 64, 69, 74]"
"[53, 62, 69, 74]","[53, 64, 69, 74]","[53, 64, 69, 74]",A,minor,4,"[52, 65, 69, 72]"
"[53, 64, 69, 74]","[53, 64, 69, 74]","[52, 65, 69, 72]",A,minor,5,"[52, 65, 69, 72]"
"[53, 64, 69, 74]","[52, 65, 69, 72]","[52, 65, 69, 72]",A,minor,6,"[50, 65, 69, 72]"
"[52, 65, 69, 72]","[52, 65, 69, 72]","[50, 65, 69, 72]",A,minor,7,"[50, 65, 69, 72]"
"[52, 65, 69, 72]","[50, 65, 69, 72]","[50, 65, 69, 72]",A,minor,8,"[52, 59, 68, 71]"
"[50, 65, 69, 72]","[50, 65, 69, 72]","[52, 59, 68, 71]",A,minor,9,"[52, 59, 68, 71]"
"[50, 65, 69, 72]","[52, 59, 68, 71]","[52, 59, 68, 71]",A,minor,10,"[52, 59, 68, 71]"
"[52, 59, 68, 71]","[52, 59, 68, 71]","[52, 59, 68, 71]",A,minor,11,"[52, 59, 68, 71]"
"[52, 59, 68, 71]","[52, 59, 68, 71]","[52, 59, 68, 71]",A,minor,12,"[52, 59, 68, 71]"
"[52, 59, 68, 71]","[52, 59, 68, 71]","[52, 59, 68, 71]",A,minor,13,"[52, 59, 68, 71]"
"[52, 59, 68, 71]","[52, 59, 68, 71]","[52, 59, 68, 71]",A,minor,14,"[52, 59, 68, 71]"
"[52, 59, 68, 71]","[52, 59, 68, 71]","[52, 59, 68, 71]",A,minor,15,"[52, 59, 68, 71]"
"[52, 59, 68, 71]","[52, 59, 68, 71]","[52, 59, 68, 71]",A,minor,0,"[57, 57, 64, 72]"
"[52, 59, 68, 71]","[52, 59, 68, 71]","[57, 57, 64, 72]",A,minor,1,"[57, 57, 64, 72]"
