prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",G,major,3,"[48, 52, 55, 60]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",G,major,4,"[41, 53, 57, 60]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[41, 53, 57, 60]",G,major,5,"[41, 53, 57, 60]"
"[48, 52, 55, 60]","[41, 53, 57, 60]","[41, 53, 57, 60]",G,major,6,"[41, 53, 57, 60]"
"[41, 53, 57, 60]","[41, 53, 57, 60]","[41, 53, 57, 60]",G,major,7,"[41, 53, 57, 60]"
"[41, 53, 57, 60]","[41, 53, 57, 60]","[41, 53, 57, 60]",G,major,8,"[47, 53, 55, 62]"
"[41, 53, 57, 60]","[41, 53, 57, 60]","[47, 53, 55, 62]",G,major,9,"[47, 53, 55, 62]"
"[41, 53, 57, 60]","[47, 53, 55, 62]","[47, 53, 55, 62]",G,major,10,"[47, 53, 55, 62]"
"[47, 53, 55, 62]","[47, 53, 55, 62]","[47, 53, 55, 62]",G,major,11,"[47, 53, 55, 62]"
"[47, 53, 55, 62]","[47, 53, 55, 62]","[47, 53, 55, 62]",G,major,12,"[48, 52, 55, 60]"
"[47, 53, 55, 62]","[47, 53, 55, 62]","[48, 52, 55, 60]",G,major,13,"[48, 52, 55, 60]"
"[47, 53, 55, 62]","[48, 52, 55, 60]","[48, 52, 55, 60]",G,major,14,"[48, 52, 55, 60]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",G,major,15,"[48, 52, 55, 60]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",G,major,0,"[50, 53, 57, 62]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[50, 53, 57, 62]",G,major,1,"[50, 53, 57, 62]"
"[48, 52, 55, 60]","[50, 53, 57, 62]","[50, 53, 57, 62]",G,major,2,"[50, 53, 57, 64]"
"[50, 53, 57, 62]","[50, 53, 57, 62]","[50, 53, 57, 64]",G,major,3,"[50, 53, 57, 64]"
"[50, 53, 57, 62]","[50, 53, 57, 64]","[50, 53, 57, 64]",G,major,4,"[49, 53, 58, 65]"
"[50, 53, 57, 64]","[50, 53, 57, 64]","[49, 53, 58, 65]",G,major,5,"[49, 53, 58, 65]"
