prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[57, 60, 69, 76]","[57, 60, 69, 76]","[59, 62, 68, 76]",G,minor,3,"[59, 62, 68, 76]"
"[57, 60, 69, 76]","[59, 62, 68, 76]","[59, 62, 68, 76]",G,minor,4,"[60, 64, 69, 76]"
"[59, 62, 68, 76]","[59, 62, 68, 76]","[60, 64, 69, 76]",G,minor,5,"[60, 64, 69, 76]"
"[59, 62, 68, 76]","[60, 64, 69, 76]","[60, 64, 69, 76]",G,minor,6,"[62, 64, 69, 76]"
"[60, 64, 69, 76]","[60, 64, 69, 76]","[62, 64, 69, 76]",G,minor,7,"[62, 64, 69, 76]"
"[60, 64, 69, 76]","[62, 64, 69, 76]","[62, 64, 69, 76]",G,minor,8,"[64, 64, 68, 71]"
"[62, 64, 69, 76]","[62, 64, 69, 76]","[64, 64, 68, 71]",G,minor,9,"[64, 64, 68, 71]"
"[62, 64, 69, 76]","[64, 64, 68, 71]","[64, 64, 68, 71]",G,minor,10,"[64, 64, 68, 71]"
"[64, 64, 68, 71]","[64, 64, 68, 71]","[64, 64, 68, 71]",G,minor,11,"[64, 64, 68, 71]"
"[64, 64, 68, 71]","[64, 64, 68, 71]","[64, 64, 68, 71]",G,minor,12,"[62, 64, 69, 72]"
"[64, 64, 68, 71]","[64, 64, 68, 71]","[62, 64, 69, 72]",G,minor,13,"[62, 64, 69, 72]"
"[64, 64, 68, 71]","[62, 64, 69, 72]","[62, 64, 69, 72]",G,minor,14,"[60, 64, 69, 72]"
"[62, 64, 69, 72]","[62, 64, 69, 72]","[60, 64, 69, 72]",G,minor,15,"[60, 64, 69, 72]"
"[62, 64, 69, 72]","[60, 64, 69, 72]","[60, 64, 69, 72]",G,minor,0,"[59, 62, 69, 74]"
"[60, 64, 69, 72]","[60, 64, 69, 72]","[59, 62, 69, 74]",G,minor,1,"[59, 62, 69, 74]"
"[60, 64, 69, 72]","[59, 62, 69, 74]","[59, 62, 69, 74]",G,minor,2,"[59, 62, 68, 74]"
"[59, 62, 69, 74]","[59, 62, 69, 74]","[59, 62, 68, 74]",G,minor,3,"[59, 62, 68, 74]"
"[59, 62, 69, 74]","[59, 62, 68, 74]","[59, 62, 68, 74]",G,minor,4,"[57, 64, 69, 72]"
"[59, 62, 68, 74]","[59, 62, 68, 74]","[57, 64, 69, 72]",G,minor,5,"[57, 64, 69, 72]"
"[59, 62, 68, 74]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,6,"[57, 64, 69, 71]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 71]",G,minor,7,"[57, 64, 69, 71]"
"[57, 64, 69, 72]","[57, 64, 69, 71]","[57, 64, 69, 71]",G,minor,8,"[50, 65, 69, 71]"
"[57, 64, 69, 71]","[57, 64, 69, 71]","[50, 65, 69, 71]",G,minor,9,"[50, 65, 69, 71]"
"[57, 64, 69, 71]","[50, 65, 69, 71]","[50, 65, 69, 71]",G,minor,10,"[50, 65, 69, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[50, 65, 69, 71]",G,minor,11,"[50, 65, 69, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[50, 65, 69, 71]",G,minor,12,"[52, 64, 68, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[52, 64, 68, 71]",G,minor,13,"[52, 64, 68, 71]"
"[50, 65, 69, 71]","[52, 64, 68, 71]","[52, 64, 68, 71]",G,minor,14,"[52, 62, 68, 71]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[52, 62, 68, 71]",G,minor,15,"[52, 62, 68, 71]"
"[52, 64, 68, 71]","[52, 62, 68, 71]","[52, 62, 68, 71]",G,minor,0,"[45, 60, 64, 69]"
"[52, 62, 68, 71]","[52, 62, 68, 71]","[45, 60, 64, 69]",G,minor,1,"[45, 60, 64, 69]"
