prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[48, 60, 64, 67]","[48, 60, 64, 67]","[50, 60, 64, 67]",E-,major,3,"[50, 60, 64, 67]"
"[48, 60, 64, 67]","[50, 60, 64, 67]","[50, 60, 64, 67]",E-,major,4,"[52, 60, 64, 67]"
"[50, 60, 64, 67]","[50, 60, 64, 67]","[52, 60, 64, 67]",E-,major,5,"[52, 60, 64, 67]"
"[50, 60, 64, 67]","[52, 60, 64, 67]","[52, 60, 64, 67]",E-,major,6,"[48, 60, 64, 67]"
"[52, 60, 64, 67]","[52, 60, 64, 67]","[48, 60, 64, 67]",E-,major,7,"[48, 60, 64, 67]"
"[52, 60, 64, 67]","[48, 60, 64, 67]","[48, 60, 64, 67]",E-,major,8,"[53, 57, 60, 69]"
"[48, 60, 64, 67]","[48, 60, 64, 67]","[53, 57, 60, 69]",E-,major,9,"[53, 57, 60, 69]"
"[48, 60, 64, 67]","[53, 57, 60, 69]","[53, 57, 60, 69]",E-,major,10,"[52, 57, 60, 69]"
"[53, 57, 60, 69]","[53, 57, 60, 69]","[52, 57, 60, 69]",E-,major,11,"[52, 57, 60, 69]"
"[53, 57, 60, 69]","[52, 57, 60, 69]","[52, 57, 60, 69]",E-,major,12,"[53, 62, 65, 69]"
"[52, 57, 60, 69]","[52, 57, 60, 69]","[53, 62, 65, 69]",E-,major,13,"[53, 62, 65, 69]"
"[52, 57, 60, 69]","[53, 62, 65, 69]","[53, 62, 65, 69]",E-,major,14,"[50, 62, 65, 69]"
"[53, 62, 65, 69]","[53, 62, 65, 69]","[50, 62, 65, 69]",E-,major,15,"[50, 62, 65, 69]"
"[53, 62, 65, 69]","[50, 62, 65, 69]","[50, 62, 65, 69]",E-,major,0,"[55, 62, 65, 71]"
"[50, 62, 65, 69]","[50, 62, 65, 69]","[55, 62, 65, 71]",E-,major,1,"[55, 62, 65, 71]"
"[50, 62, 65, 69]","[55, 62, 65, 71]","[55, 62, 65, 71]",E-,major,2,"[55, 60, 64, 71]"
"[55, 62, 65, 71]","[55, 62, 65, 71]","[55, 60, 64, 71]",E-,major,3,"[55, 60, 64, 71]"
"[55, 62, 65, 71]","[55, 60, 64, 71]","[55, 60, 64, 71]",E-,major,4,"[43, 62, 65, 71]"
"[55, 60, 64, 71]","[55, 60, 64, 71]","[43, 62, 65, 71]",E-,major,5,"[43, 62, 65, 71]"
"[55, 60, 64, 71]","[43, 62, 65, 71]","[43, 62, 65, 71]",E-,major,6,"[43, 59, 65, 72]"
"[43, 62, 65, 71]","[43, 62, 65, 71]","[43, 59, 65, 72]",E-,major,7,"[43, 59, 65, 74]"
"[43, 62, 65, 71]","[43, 59, 65, 72]","[43, 59, 65, 74]",E-,major,8,"[48, 55, 64, 72]"
"[43, 59, 65, 72]","[43, 59, 65, 74]","[48, 55, 64, 72]",E-,major,9,"[48, 55, 64, 72]"
"[43, 59, 65, 74]","[48, 55, 64, 72]","[48, 55, 64, 72]",E-,major,10,"[48, 55, 64, 72]"
"[48, 55, 64, 72]","[48, 55, 64, 72]","[48, 55, 64, 72]",E-,major,11,"[48, 55, 64, 72]"
"[48, 55, 64, 72]","[48, 55, 64, 72]","[48, 55, 64, 72]",E-,major,12,"[48, 55, 64, 72]"
"[48, 55, 64, 72]","[48, 55, 64, 72]","[48, 55, 64, 72]",E-,major,13,"[48, 55, 64, 72]"
"[48, 55, 64, 72]","[48, 55, 64, 72]","[48, 55, 64, 72]",E-,major,14,"[48, 55, 64, 72]"
"[48, 55, 64, 72]","[48, 55, 64, 72]","[48, 55, 64, 72]",E-,major,15,"[48, 55, 64, 72]"
"[48, 55, 64, 72]","[48, 55, 64, 72]","[48, 55, 64, 72]",E-,major,0,"[43, 59, 67, 74]"
"[48, 55, 64, 72]","[48, 55, 64, 72]","[43, 59, 67, 74]",E-,major,1,"[43, 59, 67, 74]"
"[48, 55, 64, 72]","[43, 59, 67, 74]","[43, 59, 67, 74]",E-,major,2,"[45, 60, 67, 74]"
"[43, 59, 67, 74]","[43, 59, 67, 74]","[45, 60, 67, 74]",E-,major,3,"[45, 60, 67, 74]"
"[43, 59, 67, 74]","[45, 60, 67, 74]","[45, 60, 67, 74]",E-,major,4,"[47, 62, 67, 74]"
"[45, 60, 67, 74]","[45, 60, 67, 74]","[47, 62, 67, 74]",E-,major,5,"[47, 62, 67, 74]"
"[45, 60, 67, 74]","[47, 62, 67, 74]","[47, 62, 67, 74]",E-,major,6,"[43, 59, 65, 74]"
"[47, 62, 67, 74]","[47, 62, 67, 74]","[43, 59, 65, 74]",E-,major,7,"[43, 59, 65, 74]"
"[47, 62, 67, 74]","[43, 59, 65, 74]","[43, 59, 65, 74]",E-,major,8,"[45, 59, 64, 72]"
"[43, 59, 65, 74]","[43, 59, 65, 74]","[45, 59, 64, 72]",E-,major,9,"[45, 59, 64, 72]"
"[43, 59, 65, 74]","[45, 59, 64, 72]","[45, 59, 64, 72]",E-,major,10,"[47, 57, 64, 72]"
"[45, 59, 64, 72]","[45, 59, 64, 72]","[47, 57, 64, 72]",E-,major,11,"[47, 56, 64, 72]"
"[45, 59, 64, 72]","[47, 57, 64, 72]","[47, 56, 64, 72]",E-,major,12,"[48, 57, 64, 72]"
"[47, 57, 64, 72]","[47, 56, 64, 72]","[48, 57, 64, 72]",E-,major,13,"[48, 57, 64, 72]"
"[47, 56, 64, 72]","[48, 57, 64, 72]","[48, 57, 64, 72]",E-,major,14,"[50, 57, 66, 72]"
"[48, 57, 64, 72]","[48, 57, 64, 72]","[50, 57, 66, 72]",E-,major,15,"[50, 57, 66, 72]"
"[48, 57, 64, 72]","[50, 57, 66, 72]","[50, 57, 66, 72]",E-,major,0,"[52, 55, 67, 71]"
"[50, 57, 66, 72]","[50, 57, 66, 72]","[52, 55, 67, 71]",E-,major,1,"[52, 55, 67, 71]"
"[50, 57, 66, 72]","[52, 55, 67, 71]","[52, 55, 67, 71]",E-,major,2,"[50, 55, 66, 71]"
"[52, 55, 67, 71]","[52, 55, 67, 71]","[50, 55, 66, 71]",E-,major,3,"[50, 55, 66, 71]"
"[52, 55, 67, 71]","[50, 55, 66, 71]","[50, 55, 66, 71]",E-,major,4,"[48, 55, 64, 69]"
"[50, 55, 66, 71]","[50, 55, 66, 71]","[48, 55, 64, 69]",E-,major,5,"[48, 55, 64, 69]"
"[50, 55, 66, 71]","[48, 55, 64, 69]","[48, 55, 64, 69]",E-,major,6,"[45, 55, 60, 71]"
"[48, 55, 64, 69]","[48, 55, 64, 69]","[45, 55, 60, 71]",E-,major,7,"[45, 55, 60, 72]"
"[48, 55, 64, 69]","[45, 55, 60, 71]","[45, 55, 60, 72]",E-,major,8,"[50, 55, 62, 69]"
"[45, 55, 60, 71]","[45, 55, 60, 72]","[50, 55, 62, 69]",E-,major,9,"[50, 55, 62, 69]"
"[45, 55, 60, 72]","[50, 55, 62, 69]","[50, 55, 62, 69]",E-,major,10,"[50, 52, 62, 69]"
"[50, 55, 62, 69]","[50, 55, 62, 69]","[50, 52, 62, 69]",E-,major,11,"[50, 52, 62, 69]"
"[50, 55, 62, 69]","[50, 52, 62, 69]","[50, 52, 62, 69]",E-,major,12,"[38, 54, 62, 69]"
"[50, 52, 62, 69]","[50, 52, 62, 69]","[38, 54, 62, 69]",E-,major,13,"[38, 54, 62, 69]"
"[50, 52, 62, 69]","[38, 54, 62, 69]","[38, 54, 62, 69]",E-,major,14,"[38, 54, 60, 69]"
"[38, 54, 62, 69]","[38, 54, 62, 69]","[38, 54, 60, 69]",E-,major,15,"[38, 54, 60, 69]"
"[38, 54, 62, 69]","[38, 54, 60, 69]","[38, 54, 60, 69]",E-,major,0,"[43, 50, 59, 67]"
"[38, 54, 60, 69]","[38, 54, 60, 69]","[43, 50, 59, 67]",E-,major,1,"[43, 50, 59, 67]"
"[38, 54, 60, 69]","[43, 50, 59, 67]","[43, 50, 59, 67]",E-,major,2,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",E-,major,3,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",E-,major,4,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",E-,major,5,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",E-,major,6,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",E-,major,7,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",E-,major,8,"[48, 52, 60, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[48, 52, 60, 67]",E-,major,9,"[48, 52, 60, 67]"
"[43, 50, 59, 67]","[48, 52, 60, 67]","[48, 52, 60, 67]",E-,major,10,"[50, 53, 60, 67]"
