prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[57, 60, 64, 69]","[57, 60, 64, 69]","[57, 60, 64, 69]",A,minor,3,"[57, 60, 64, 69]"
"[57, 60, 64, 69]","[57, 60, 64, 69]","[57, 60, 64, 69]",A,minor,4,"[56, 59, 64, 71]"
"[57, 60, 64, 69]","[57, 60, 64, 69]","[56, 59, 64, 71]",A,minor,5,"[56, 59, 64, 71]"
"[57, 60, 64, 69]","[56, 59, 64, 71]","[56, 59, 64, 71]",A,minor,6,"[56, 59, 64, 71]"
"[56, 59, 64, 71]","[56, 59, 64, 71]","[56, 59, 64, 71]",A,minor,7,"[56, 59, 64, 71]"
"[56, 59, 64, 71]","[56, 59, 64, 71]","[56, 59, 64, 71]",A,minor,8,"[57, 57, 64, 72]"
"[56, 59, 64, 71]","[56, 59, 64, 71]","[57, 57, 64, 72]",A,minor,9,"[57, 57, 64, 72]"
"[56, 59, 64, 71]","[57, 57, 64, 72]","[57, 57, 64, 72]",A,minor,10,"[57, 57, 64, 72]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[57, 57, 64, 72]",A,minor,11,"[57, 57, 64, 72]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[57, 57, 64, 72]",A,minor,12,"[45, 57, 64, 72]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[45, 57, 64, 72]",A,minor,13,"[45, 57, 64, 72]"
"[57, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",A,minor,14,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",A,minor,15,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",A,minor,0,"[57, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[57, 57, 64, 72]",A,minor,1,"[57, 57, 64, 72]"
"[45, 57, 64, 72]","[57, 57, 64, 72]","[57, 57, 64, 72]",A,minor,2,"[57, 57, 64, 72]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[57, 57, 64, 72]",A,minor,3,"[57, 57, 64, 72]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[57, 57, 64, 72]",A,minor,4,"[55, 59, 67, 74]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[55, 59, 67, 74]",A,minor,5,"[55, 59, 67, 74]"
"[57, 57, 64, 72]","[55, 59, 67, 74]","[55, 59, 67, 74]",A,minor,6,"[55, 59, 67, 74]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[55, 59, 67, 74]",A,minor,7,"[55, 59, 67, 74]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[55, 59, 67, 74]",A,minor,8,"[60, 60, 67, 76]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[60, 60, 67, 76]",A,minor,9,"[60, 60, 67, 76]"
"[55, 59, 67, 74]","[60, 60, 67, 76]","[60, 60, 67, 76]",A,minor,10,"[60, 60, 67, 76]"
"[60, 60, 67, 76]","[60, 60, 67, 76]","[60, 60, 67, 76]",A,minor,11,"[60, 60, 67, 76]"
"[60, 60, 67, 76]","[60, 60, 67, 76]","[60, 60, 67, 76]",A,minor,12,"[48, 60, 67, 76]"
"[60, 60, 67, 76]","[60, 60, 67, 76]","[48, 60, 67, 76]",A,minor,13,"[48, 60, 67, 76]"
"[60, 60, 67, 76]","[48, 60, 67, 76]","[48, 60, 67, 76]",A,minor,14,"[48, 60, 67, 76]"
"[48, 60, 67, 76]","[48, 60, 67, 76]","[48, 60, 67, 76]",A,minor,15,"[48, 60, 67, 76]"
"[48, 60, 67, 76]","[48, 60, 67, 76]","[48, 60, 67, 76]",A,minor,0,"[60, 60, 67, 76]"
"[48, 60, 67, 76]","[48, 60, 67, 76]","[60, 60, 67, 76]",A,minor,1,"[60, 60, 67, 76]"
"[48, 60, 67, 76]","[60, 60, 67, 76]","[60, 60, 67, 76]",A,minor,2,"[59, 62, 67, 76]"
"[60, 60, 67, 76]","[60, 60, 67, 76]","[59, 62, 67, 76]",A,minor,3,"[59, 62, 67, 76]"
"[60, 60, 67, 76]","[59, 62, 67, 76]","[59, 62, 67, 76]",A,minor,4,"[57, 60, 72, 76]"
"[59, 62, 67, 76]","[59, 62, 67, 76]","[57, 60, 72, 76]",A,minor,5,"[57, 60, 72, 76]"
"[59, 62, 67, 76]","[57, 60, 72, 76]","[57, 60, 72, 76]",A,minor,6,"[55, 59, 72, 76]"
"[57, 60, 72, 76]","[57, 60, 72, 76]","[55, 59, 72, 76]",A,minor,7,"[55, 59, 72, 76]"
"[57, 60, 72, 76]","[55, 59, 72, 76]","[55, 59, 72, 76]",A,minor,8,"[54, 57, 72, 74]"
"[55, 59, 72, 76]","[55, 59, 72, 76]","[54, 57, 72, 74]",A,minor,9,"[54, 57, 72, 74]"
"[55, 59, 72, 76]","[54, 57, 72, 74]","[54, 57, 72, 74]",A,minor,10,"[56, 59, 71, 74]"
"[54, 57, 72, 74]","[54, 57, 72, 74]","[56, 59, 71, 74]",A,minor,11,"[56, 59, 71, 74]"
"[54, 57, 72, 74]","[56, 59, 71, 74]","[56, 59, 71, 74]",A,minor,12,"[57, 60, 71, 72]"
"[56, 59, 71, 74]","[56, 59, 71, 74]","[57, 60, 71, 72]",A,minor,13,"[57, 60, 71, 72]"
"[56, 59, 71, 74]","[57, 60, 71, 72]","[57, 60, 71, 72]",A,minor,14,"[57, 64, 69, 72]"
"[57, 60, 71, 72]","[57, 60, 71, 72]","[57, 64, 69, 72]",A,minor,15,"[57, 64, 69, 72]"
"[57, 60, 71, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",A,minor,0,"[50, 65, 69, 71]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[50, 65, 69, 71]",A,minor,1,"[50, 65, 69, 71]"
"[57, 64, 69, 72]","[50, 65, 69, 71]","[50, 65, 69, 71]",A,minor,2,"[50, 65, 69, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[50, 65, 69, 71]",A,minor,3,"[50, 65, 69, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[50, 65, 69, 71]",A,minor,4,"[52, 64, 68, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[52, 64, 68, 71]",A,minor,5,"[52, 64, 68, 71]"
"[50, 65, 69, 71]","[52, 64, 68, 71]","[52, 64, 68, 71]",A,minor,6,"[52, 62, 68, 69]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[52, 62, 68, 69]",A,minor,7,"[52, 62, 68, 69]"
"[52, 64, 68, 71]","[52, 62, 68, 69]","[52, 62, 68, 69]",A,minor,8,"[45, 61, 64, 69]"
"[52, 62, 68, 69]","[52, 62, 68, 69]","[45, 61, 64, 69]",A,minor,9,"[45, 61, 64, 69]"
"[52, 62, 68, 69]","[45, 61, 64, 69]","[45, 61, 64, 69]",A,minor,10,"[45, 61, 64, 69]"
"[45, 61, 64, 69]","[45, 61, 64, 69]","[45, 61, 64, 69]",A,minor,11,"[45, 61, 64, 69]"
"[45, 61, 64, 69]","[45, 61, 64, 69]","[45, 61, 64, 69]",A,minor,12,"[45, 61, 64, 69]"
"[45, 61, 64, 69]","[45, 61, 64, 69]","[45, 61, 64, 69]",A,minor,13,"[45, 61, 64, 69]"
"[45, 61, 64, 69]","[45, 61, 64, 69]","[45, 61, 64, 69]",A,minor,14,"[45, 61, 64, 69]"
"[45, 61, 64, 69]","[45, 61, 64, 69]","[45, 61, 64, 69]",A,minor,15,"[45, 61, 64, 69]"
"[45, 61, 64, 69]","[45, 61, 64, 69]","[45, 61, 64, 69]",A,minor,0,"[57, 61, 69, 76]"
"[45, 61, 64, 69]","[45, 61, 64, 69]","[57, 61, 69, 76]",A,minor,1,"[57, 61, 69, 76]"
"[45, 61, 64, 69]","[57, 61, 69, 76]","[57, 61, 69, 76]",A,minor,2,"[59, 62, 69, 76]"
"[57, 61, 69, 76]","[57, 61, 69, 76]","[59, 62, 69, 76]",A,minor,3,"[59, 62, 69, 76]"
"[57, 61, 69, 76]","[59, 62, 69, 76]","[59, 62, 69, 76]",A,minor,4,"[61, 64, 69, 76]"
"[59, 62, 69, 76]","[59, 62, 69, 76]","[61, 64, 69, 76]",A,minor,5,"[61, 64, 69, 76]"
"[59, 62, 69, 76]","[61, 64, 69, 76]","[61, 64, 69, 76]",A,minor,6,"[57, 61, 69, 76]"
"[61, 64, 69, 76]","[61, 64, 69, 76]","[57, 61, 69, 76]",A,minor,7,"[57, 61, 69, 76]"
"[61, 64, 69, 76]","[57, 61, 69, 76]","[57, 61, 69, 76]",A,minor,8,"[62, 62, 69, 77]"
"[57, 61, 69, 76]","[57, 61, 69, 76]","[62, 62, 69, 77]",A,minor,9,"[62, 62, 69, 77]"
"[57, 61, 69, 76]","[62, 62, 69, 77]","[62, 62, 69, 77]",A,minor,10,"[60, 62, 69, 77]"
"[62, 62, 69, 77]","[62, 62, 69, 77]","[60, 62, 69, 77]",A,minor,11,"[60, 62, 69, 77]"
"[62, 62, 69, 77]","[60, 62, 69, 77]","[60, 62, 69, 77]",A,minor,12,"[58, 62, 70, 77]"
"[60, 62, 69, 77]","[60, 62, 69, 77]","[58, 62, 70, 77]",A,minor,13,"[58, 62, 70, 77]"
"[60, 62, 69, 77]","[58, 62, 70, 77]","[58, 62, 70, 77]",A,minor,14,"[57, 62, 70, 77]"
"[58, 62, 70, 77]","[58, 62, 70, 77]","[57, 62, 70, 77]",A,minor,15,"[57, 62, 70, 77]"
"[58, 62, 70, 77]","[57, 62, 70, 77]","[57, 62, 70, 77]",A,minor,0,"[55, 62, 70, 76]"
"[57, 62, 70, 77]","[57, 62, 70, 77]","[55, 62, 70, 76]",A,minor,1,"[55, 62, 70, 76]"
"[57, 62, 70, 77]","[55, 62, 70, 76]","[55, 62, 70, 76]",A,minor,2,"[52, 62, 70, 76]"
"[55, 62, 70, 76]","[55, 62, 70, 76]","[52, 62, 70, 76]",A,minor,3,"[52, 62, 70, 76]"
"[55, 62, 70, 76]","[52, 62, 70, 76]","[52, 62, 70, 76]",A,minor,4,"[57, 61, 69, 76]"
"[52, 62, 70, 76]","[52, 62, 70, 76]","[57, 61, 69, 76]",A,minor,5,"[57, 61, 69, 76]"
"[52, 62, 70, 76]","[57, 61, 69, 76]","[57, 61, 69, 76]",A,minor,6,"[57, 61, 67, 76]"
"[57, 61, 69, 76]","[57, 61, 69, 76]","[57, 61, 67, 76]",A,minor,7,"[57, 61, 67, 76]"
"[57, 61, 69, 76]","[57, 61, 67, 76]","[57, 61, 67, 76]",A,minor,8,"[50, 62, 67, 74]"
"[57, 61, 67, 76]","[57, 61, 67, 76]","[50, 62, 67, 74]",A,minor,9,"[50, 62, 67, 74]"
"[57, 61, 67, 76]","[50, 62, 67, 74]","[50, 62, 67, 74]",A,minor,10,"[50, 62, 64, 74]"
"[50, 62, 67, 74]","[50, 62, 67, 74]","[50, 62, 64, 74]",A,minor,11,"[50, 62, 64, 74]"
"[50, 62, 67, 74]","[50, 62, 64, 74]","[50, 62, 64, 74]",A,minor,12,"[50, 57, 66, 74]"
"[50, 62, 64, 74]","[50, 62, 64, 74]","[50, 57, 66, 74]",A,minor,13,"[50, 57, 66, 74]"
"[50, 62, 64, 74]","[50, 57, 66, 74]","[50, 57, 66, 74]",A,minor,14,"[50, 57, 66, 74]"
"[50, 57, 66, 74]","[50, 57, 66, 74]","[50, 57, 66, 74]",A,minor,15,"[50, 57, 66, 74]"
"[50, 57, 66, 74]","[50, 57, 66, 74]","[50, 57, 66, 74]",A,minor,0,"[55, 59, 67, 74]"
"[50, 57, 66, 74]","[50, 57, 66, 74]","[55, 59, 67, 74]",A,minor,1,"[55, 59, 67, 74]"
"[50, 57, 66, 74]","[55, 59, 67, 74]","[55, 59, 67, 74]",A,minor,2,"[57, 60, 67, 74]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[57, 60, 67, 74]",A,minor,3,"[57, 60, 67, 74]"
"[55, 59, 67, 74]","[57, 60, 67, 74]","[57, 60, 67, 74]",A,minor,4,"[59, 62, 67, 74]"
"[57, 60, 67, 74]","[57, 60, 67, 74]","[59, 62, 67, 74]",A,minor,5,"[59, 62, 67, 74]"
"[57, 60, 67, 74]","[59, 62, 67, 74]","[59, 62, 67, 74]",A,minor,6,"[55, 59, 67, 74]"
"[59, 62, 67, 74]","[59, 62, 67, 74]","[55, 59, 67, 74]",A,minor,7,"[55, 59, 67, 74]"
"[59, 62, 67, 74]","[55, 59, 67, 74]","[55, 59, 67, 74]",A,minor,8,"[60, 60, 67, 76]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[60, 60, 67, 76]",A,minor,9,"[60, 60, 67, 76]"
