prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[45, 60, 64, 69]","[45, 60, 64, 69]","[47, 60, 64, 69]",G,minor,3,"[47, 60, 64, 69]"
"[45, 60, 64, 69]","[47, 60, 64, 69]","[47, 60, 64, 69]",G,minor,4,"[48, 60, 64, 69]"
"[47, 60, 64, 69]","[47, 60, 64, 69]","[48, 60, 64, 69]",G,minor,5,"[48, 60, 64, 69]"
"[47, 60, 64, 69]","[48, 60, 64, 69]","[48, 60, 64, 69]",G,minor,6,"[50, 60, 64, 69]"
"[48, 60, 64, 69]","[48, 60, 64, 69]","[50, 60, 64, 69]",G,minor,7,"[50, 60, 64, 69]"
"[48, 60, 64, 69]","[50, 60, 64, 69]","[50, 60, 64, 69]",G,minor,8,"[52, 59, 64, 68]"
"[50, 60, 64, 69]","[50, 60, 64, 69]","[52, 59, 64, 68]",G,minor,9,"[52, 59, 64, 68]"
"[50, 60, 64, 69]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,10,"[50, 59, 64, 68]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[50, 59, 64, 68]",G,minor,11,"[50, 59, 64, 68]"
"[52, 59, 64, 68]","[50, 59, 64, 68]","[50, 59, 64, 68]",G,minor,12,"[48, 60, 64, 69]"
"[50, 59, 64, 68]","[50, 59, 64, 68]","[48, 60, 64, 69]",G,minor,13,"[48, 60, 64, 69]"
"[50, 59, 64, 68]","[48, 60, 64, 69]","[48, 60, 64, 69]",G,minor,14,"[45, 60, 64, 69]"
"[48, 60, 64, 69]","[48, 60, 64, 69]","[45, 60, 64, 69]",G,minor,15,"[45, 60, 64, 69]"
"[48, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,0,"[44, 62, 65, 71]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[44, 62, 65, 71]",G,minor,1,"[44, 62, 65, 71]"
"[45, 60, 64, 69]","[44, 62, 65, 71]","[44, 62, 65, 71]",G,minor,2,"[44, 62, 64, 71]"
"[44, 62, 65, 71]","[44, 62, 65, 71]","[44, 62, 64, 71]",G,minor,3,"[44, 62, 64, 71]"
"[44, 62, 65, 71]","[44, 62, 64, 71]","[44, 62, 64, 71]",G,minor,4,"[45, 60, 64, 72]"
"[44, 62, 64, 71]","[44, 62, 64, 71]","[45, 60, 64, 72]",G,minor,5,"[45, 60, 64, 72]"
"[44, 62, 64, 71]","[45, 60, 64, 72]","[45, 60, 64, 72]",G,minor,6,"[45, 64, 69, 72]"
"[45, 60, 64, 72]","[45, 60, 64, 72]","[45, 64, 69, 72]",G,minor,7,"[45, 64, 69, 72]"
"[45, 60, 64, 72]","[45, 64, 69, 72]","[45, 64, 69, 72]",G,minor,8,"[50, 65, 69, 71]"
"[45, 64, 69, 72]","[45, 64, 69, 72]","[50, 65, 69, 71]",G,minor,9,"[50, 65, 69, 71]"
"[45, 64, 69, 72]","[50, 65, 69, 71]","[50, 65, 69, 71]",G,minor,10,"[50, 65, 69, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[50, 65, 69, 71]",G,minor,11,"[50, 65, 69, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[50, 65, 69, 71]",G,minor,12,"[52, 64, 68, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[52, 64, 68, 71]",G,minor,13,"[52, 64, 68, 71]"
"[50, 65, 69, 71]","[52, 64, 68, 71]","[52, 64, 68, 71]",G,minor,14,"[52, 62, 68, 71]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[52, 62, 68, 71]",G,minor,15,"[52, 62, 68, 71]"
"[52, 64, 68, 71]","[52, 62, 68, 71]","[52, 62, 68, 71]",G,minor,0,"[45, 60, 64, 69]"
"[52, 62, 68, 71]","[52, 62, 68, 71]","[45, 60, 64, 69]",G,minor,1,"[45, 60, 64, 69]"
"[52, 62, 68, 71]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,2,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,3,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,4,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,5,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,6,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,7,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,8,"[57, 64, 69, 72]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[57, 64, 69, 72]",G,minor,9,"[57, 64, 69, 72]"
"[45, 60, 64, 69]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,10,"[57, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,11,"[57, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,12,"[52, 64, 69, 71]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[52, 64, 69, 71]",G,minor,13,"[52, 64, 69, 71]"
"[57, 64, 69, 72]","[52, 64, 69, 71]","[52, 64, 69, 71]",G,minor,14,"[52, 64, 68, 71]"
"[52, 64, 69, 71]","[52, 64, 69, 71]","[52, 64, 68, 71]",G,minor,15,"[52, 62, 68, 71]"
"[52, 64, 69, 71]","[52, 64, 68, 71]","[52, 62, 68, 71]",G,minor,0,"[53, 60, 69, 69]"
"[52, 64, 68, 71]","[52, 62, 68, 71]","[53, 60, 69, 69]",G,minor,1,"[53, 60, 69, 69]"
"[52, 62, 68, 71]","[53, 60, 69, 69]","[53, 60, 69, 69]",G,minor,2,"[53, 62, 69, 69]"
"[53, 60, 69, 69]","[53, 60, 69, 69]","[53, 62, 69, 69]",G,minor,3,"[53, 62, 69, 69]"
"[53, 60, 69, 69]","[53, 62, 69, 69]","[53, 62, 69, 69]",G,minor,4,"[48, 64, 69, 72]"
"[53, 62, 69, 69]","[53, 62, 69, 69]","[48, 64, 69, 72]",G,minor,5,"[48, 64, 69, 72]"
"[53, 62, 69, 69]","[48, 64, 69, 72]","[48, 64, 69, 72]",G,minor,6,"[48, 64, 67, 72]"
"[48, 64, 69, 72]","[48, 64, 69, 72]","[48, 64, 67, 72]",G,minor,7,"[48, 64, 67, 72]"
"[48, 64, 69, 72]","[48, 64, 67, 72]","[48, 64, 67, 72]",G,minor,8,"[50, 62, 65, 71]"
"[48, 64, 67, 72]","[48, 64, 67, 72]","[50, 62, 65, 71]",G,minor,9,"[50, 62, 65, 71]"
"[48, 64, 67, 72]","[50, 62, 65, 71]","[50, 62, 65, 71]",G,minor,10,"[50, 62, 64, 71]"
"[50, 62, 65, 71]","[50, 62, 65, 71]","[50, 62, 64, 71]",G,minor,11,"[50, 62, 64, 71]"
"[50, 62, 65, 71]","[50, 62, 64, 71]","[50, 62, 64, 71]",G,minor,12,"[51, 60, 66, 69]"
"[50, 62, 64, 71]","[50, 62, 64, 71]","[51, 60, 66, 69]",G,minor,13,"[51, 60, 66, 69]"
"[50, 62, 64, 71]","[51, 60, 66, 69]","[51, 60, 66, 69]",G,minor,14,"[51, 59, 66, 69]"
"[51, 60, 66, 69]","[51, 60, 66, 69]","[51, 59, 66, 69]",G,minor,15,"[51, 59, 66, 69]"
"[51, 60, 66, 69]","[51, 59, 66, 69]","[51, 59, 66, 69]",G,minor,0,"[52, 59, 64, 68]"
"[51, 59, 66, 69]","[51, 59, 66, 69]","[52, 59, 64, 68]",G,minor,1,"[52, 59, 64, 68]"
"[51, 59, 66, 69]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,2,"[52, 59, 64, 68]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,3,"[52, 59, 64, 68]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,4,"[52, 59, 64, 68]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,5,"[52, 59, 64, 68]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,6,"[52, 59, 64, 68]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,7,"[52, 59, 64, 68]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,8,"[52, 55, 59, 67]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[52, 55, 59, 67]",G,minor,9,"[52, 55, 59, 67]"
"[52, 59, 64, 68]","[52, 55, 59, 67]","[52, 55, 59, 67]",G,minor,10,"[50, 55, 60, 67]"
"[52, 55, 59, 67]","[52, 55, 59, 67]","[50, 55, 60, 67]",G,minor,11,"[50, 55, 60, 67]"
"[52, 55, 59, 67]","[50, 55, 60, 67]","[50, 55, 60, 67]",G,minor,12,"[48, 55, 62, 65]"
"[50, 55, 60, 67]","[50, 55, 60, 67]","[48, 55, 62, 65]",G,minor,13,"[48, 55, 62, 65]"
"[50, 55, 60, 67]","[48, 55, 62, 65]","[48, 55, 62, 65]",G,minor,14,"[47, 55, 62, 65]"
"[48, 55, 62, 65]","[48, 55, 62, 65]","[47, 55, 62, 65]",G,minor,15,"[47, 55, 62, 65]"
"[48, 55, 62, 65]","[47, 55, 62, 65]","[47, 55, 62, 65]",G,minor,0,"[48, 55, 60, 64]"
"[47, 55, 62, 65]","[47, 55, 62, 65]","[48, 55, 60, 64]",G,minor,1,"[48, 55, 60, 64]"
"[47, 55, 62, 65]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,minor,2,"[47, 55, 62, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[47, 55, 62, 64]",G,minor,3,"[47, 55, 62, 64]"
"[48, 55, 60, 64]","[47, 55, 62, 64]","[47, 55, 62, 64]",G,minor,4,"[45, 60, 64, 69]"
"[47, 55, 62, 64]","[47, 55, 62, 64]","[45, 60, 64, 69]",G,minor,5,"[45, 60, 64, 69]"
"[47, 55, 62, 64]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,6,"[48, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[48, 60, 64, 69]",G,minor,7,"[48, 60, 64, 69]"
"[45, 60, 64, 69]","[48, 60, 64, 69]","[48, 60, 64, 69]",G,minor,8,"[50, 59, 65, 69]"
"[48, 60, 64, 69]","[48, 60, 64, 69]","[50, 59, 65, 69]",G,minor,9,"[50, 59, 65, 69]"
"[48, 60, 64, 69]","[50, 59, 65, 69]","[50, 59, 65, 69]",G,minor,10,"[47, 59, 65, 69]"
"[50, 59, 65, 69]","[50, 59, 65, 69]","[47, 59, 65, 69]",G,minor,11,"[47, 59, 65, 69]"
"[50, 59, 65, 69]","[47, 59, 65, 69]","[47, 59, 65, 69]",G,minor,12,"[52, 59, 64, 68]"
"[47, 59, 65, 69]","[47, 59, 65, 69]","[52, 59, 64, 68]",G,minor,13,"[52, 60, 64, 68]"
"[47, 59, 65, 69]","[52, 59, 64, 68]","[52, 60, 64, 68]",G,minor,14,"[52, 62, 64, 68]"
"[52, 59, 64, 68]","[52, 60, 64, 68]","[52, 62, 64, 68]",G,minor,15,"[52, 62, 64, 68]"
"[52, 60, 64, 68]","[52, 62, 64, 68]","[52, 62, 64, 68]",G,minor,0,"[45, 62, 64, 69]"
"[52, 62, 64, 68]","[52, 62, 64, 68]","[45, 62, 64, 69]",G,minor,1,"[45, 62, 64, 69]"
"[52, 62, 64, 68]","[45, 62, 64, 69]","[45, 62, 64, 69]",G,minor,2,"[45, 62, 64, 69]"
"[45, 62, 64, 69]","[45, 62, 64, 69]","[45, 62, 64, 69]",G,minor,3,"[45, 62, 64, 69]"
"[45, 62, 64, 69]","[45, 62, 64, 69]","[45, 62, 64, 69]",G,minor,4,"[45, 62, 64, 69]"
"[45, 62, 64, 69]","[45, 62, 64, 69]","[45, 62, 64, 69]",G,minor,5,"[45, 62, 64, 69]"
"[45, 62, 64, 69]","[45, 62, 64, 69]","[45, 62, 64, 69]",G,minor,6,"[45, 62, 64, 69]"
"[45, 62, 64, 69]","[45, 62, 64, 69]","[45, 62, 64, 69]",G,minor,7,"[45, 62, 64, 69]"
"[45, 62, 64, 69]","[45, 62, 64, 69]","[45, 62, 64, 69]",G,minor,8,"[57, 64, 69, 72]"
"[45, 62, 64, 69]","[45, 62, 64, 69]","[57, 64, 69, 72]",G,minor,9,"[57, 64, 69, 72]"
"[45, 62, 64, 69]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,10,"[57, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,11,"[57, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,12,"[55, 67, 71, 74]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[55, 67, 71, 74]",G,minor,13,"[55, 67, 71, 74]"
"[57, 64, 69, 72]","[55, 67, 71, 74]","[55, 67, 71, 74]",G,minor,14,"[53, 67, 71, 74]"
"[55, 67, 71, 74]","[55, 67, 71, 74]","[53, 67, 71, 74]",G,minor,15,"[53, 67, 71, 74]"
"[55, 67, 71, 74]","[53, 67, 71, 74]","[53, 67, 71, 74]",G,minor,0,"[52, 67, 72, 76]"
"[53, 67, 71, 74]","[53, 67, 71, 74]","[52, 67, 72, 76]",G,minor,1,"[52, 67, 72, 76]"
"[53, 67, 71, 74]","[52, 67, 72, 76]","[52, 67, 72, 76]",G,minor,2,"[50, 67, 72, 76]"
"[52, 67, 72, 76]","[52, 67, 72, 76]","[50, 67, 72, 76]",G,minor,3,"[50, 67, 72, 76]"
"[52, 67, 72, 76]","[50, 67, 72, 76]","[50, 67, 72, 76]",G,minor,4,"[48, 67, 72, 76]"
"[50, 67, 72, 76]","[50, 67, 72, 76]","[48, 67, 72, 76]",G,minor,5,"[48, 67, 72, 76]"
"[50, 67, 72, 76]","[48, 67, 72, 76]","[48, 67, 72, 76]",G,minor,6,"[48, 67, 70, 76]"
"[48, 67, 72, 76]","[48, 67, 72, 76]","[48, 67, 70, 76]",G,minor,7,"[48, 67, 70, 76]"
"[48, 67, 72, 76]","[48, 67, 70, 76]","[48, 67, 70, 76]",G,minor,8,"[48, 65, 69, 74]"
"[48, 67, 70, 76]","[48, 67, 70, 76]","[48, 65, 69, 74]",G,minor,9,"[48, 65, 69, 74]"
"[48, 67, 70, 76]","[48, 65, 69, 74]","[48, 65, 69, 74]",G,minor,10,"[47, 62, 67, 74]"
"[48, 65, 69, 74]","[48, 65, 69, 74]","[47, 62, 67, 74]",G,minor,11,"[47, 62, 67, 74]"
"[48, 65, 69, 74]","[47, 62, 67, 74]","[47, 62, 67, 74]",G,minor,12,"[48, 64, 67, 72]"
"[47, 62, 67, 74]","[47, 62, 67, 74]","[48, 64, 67, 72]",G,minor,13,"[48, 64, 67, 72]"
"[47, 62, 67, 74]","[48, 64, 67, 72]","[48, 64, 67, 72]",G,minor,14,"[52, 60, 67, 72]"
"[48, 64, 67, 72]","[48, 64, 67, 72]","[52, 60, 67, 72]",G,minor,15,"[52, 60, 67, 72]"
"[48, 64, 67, 72]","[52, 60, 67, 72]","[52, 60, 67, 72]",G,minor,0,"[53, 60, 69, 74]"
"[52, 60, 67, 72]","[52, 60, 67, 72]","[53, 60, 69, 74]",G,minor,1,"[53, 60, 69, 74]"
"[52, 60, 67, 72]","[53, 60, 69, 74]","[53, 60, 69, 74]",G,minor,2,"[50, 59, 69, 74]"
"[53, 60, 69, 74]","[53, 60, 69, 74]","[50, 59, 69, 74]",G,minor,3,"[50, 57, 69, 74]"
"[53, 60, 69, 74]","[50, 59, 69, 74]","[50, 57, 69, 74]",G,minor,4,"[55, 59, 67, 74]"
"[50, 59, 69, 74]","[50, 57, 69, 74]","[55, 59, 67, 74]",G,minor,5,"[55, 59, 67, 74]"
"[50, 57, 69, 74]","[55, 59, 67, 74]","[55, 59, 67, 74]",G,minor,6,"[55, 59, 65, 74]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[55, 59, 65, 74]",G,minor,7,"[55, 59, 65, 74]"
"[55, 59, 67, 74]","[55, 59, 65, 74]","[55, 59, 65, 74]",G,minor,8,"[48, 60, 64, 72]"
"[55, 59, 65, 74]","[55, 59, 65, 74]","[48, 60, 64, 72]",G,minor,9,"[48, 60, 64, 72]"
"[55, 59, 65, 74]","[48, 60, 64, 72]","[48, 60, 64, 72]",G,minor,10,"[48, 60, 64, 72]"
"[48, 60, 64, 72]","[48, 60, 64, 72]","[48, 60, 64, 72]",G,minor,11,"[48, 60, 64, 72]"
"[48, 60, 64, 72]","[48, 60, 64, 72]","[48, 60, 64, 72]",G,minor,12,"[48, 60, 64, 72]"
"[48, 60, 64, 72]","[48, 60, 64, 72]","[48, 60, 64, 72]",G,minor,13,"[48, 60, 64, 72]"
"[48, 60, 64, 72]","[48, 60, 64, 72]","[48, 60, 64, 72]",G,minor,14,"[48, 60, 64, 72]"
"[48, 60, 64, 72]","[48, 60, 64, 72]","[48, 60, 64, 72]",G,minor,15,"[48, 60, 64, 72]"
"[48, 60, 64, 72]","[48, 60, 64, 72]","[48, 60, 64, 72]",G,minor,0,"[48, 64, 67, 72]"
"[48, 60, 64, 72]","[48, 60, 64, 72]","[48, 64, 67, 72]",G,minor,1,"[48, 64, 67, 72]"
"[48, 60, 64, 72]","[48, 64, 67, 72]","[48, 64, 67, 72]",G,minor,2,"[48, 64, 67, 72]"
"[48, 64, 67, 72]","[48, 64, 67, 72]","[48, 64, 67, 72]",G,minor,3,"[48, 64, 67, 72]"
"[48, 64, 67, 72]","[48, 64, 67, 72]","[48, 64, 67, 72]",G,minor,4,"[48, 62, 67, 74]"
"[48, 64, 67, 72]","[48, 64, 67, 72]","[48, 62, 67, 74]",G,minor,5,"[48, 62, 67, 74]"
"[48, 64, 67, 72]","[48, 62, 67, 74]","[48, 62, 67, 74]",G,minor,6,"[47, 62, 67, 74]"
"[48, 62, 67, 74]","[48, 62, 67, 74]","[47, 62, 67, 74]",G,minor,7,"[47, 62, 67, 74]"
"[48, 62, 67, 74]","[47, 62, 67, 74]","[47, 62, 67, 74]",G,minor,8,"[48, 62, 67, 76]"
"[47, 62, 67, 74]","[47, 62, 67, 74]","[48, 62, 67, 76]",G,minor,9,"[48, 62, 67, 76]"
"[47, 62, 67, 74]","[48, 62, 67, 76]","[48, 62, 67, 76]",G,minor,10,"[55, 60, 67, 76]"
"[48, 62, 67, 76]","[48, 62, 67, 76]","[55, 60, 67, 76]",G,minor,11,"[55, 59, 67, 76]"
"[48, 62, 67, 76]","[55, 60, 67, 76]","[55, 59, 67, 76]",G,minor,12,"[60, 60, 67, 76]"
"[55, 60, 67, 76]","[55, 59, 67, 76]","[60, 60, 67, 76]",G,minor,13,"[60, 60, 67, 76]"
"[55, 59, 67, 76]","[60, 60, 67, 76]","[60, 60, 67, 76]",G,minor,14,"[60, 60, 67, 76]"
"[60, 60, 67, 76]","[60, 60, 67, 76]","[60, 60, 67, 76]",G,minor,15,"[60, 60, 67, 76]"
"[60, 60, 67, 76]","[60, 60, 67, 76]","[60, 60, 67, 76]",G,minor,0,"[55, 59, 67, 74]"
"[60, 60, 67, 76]","[60, 60, 67, 76]","[55, 59, 67, 74]",G,minor,1,"[55, 59, 67, 74]"
"[60, 60, 67, 76]","[55, 59, 67, 74]","[55, 59, 67, 74]",G,minor,2,"[55, 59, 65, 74]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[55, 59, 65, 74]",G,minor,3,"[55, 59, 65, 74]"
"[55, 59, 67, 74]","[55, 59, 65, 74]","[55, 59, 65, 74]",G,minor,4,"[57, 60, 64, 72]"
"[55, 59, 65, 74]","[55, 59, 65, 74]","[57, 60, 64, 72]",G,minor,5,"[57, 60, 64, 72]"
"[55, 59, 65, 74]","[57, 60, 64, 72]","[57, 60, 64, 72]",G,minor,6,"[55, 60, 64, 72]"
"[57, 60, 64, 72]","[57, 60, 64, 72]","[55, 60, 64, 72]",G,minor,7,"[55, 60, 64, 72]"
"[57, 60, 64, 72]","[55, 60, 64, 72]","[55, 60, 64, 72]",G,minor,8,"[53, 60, 69, 74]"
"[55, 60, 64, 72]","[55, 60, 64, 72]","[53, 60, 69, 74]",G,minor,9,"[53, 60, 69, 74]"
"[55, 60, 64, 72]","[53, 60, 69, 74]","[53, 60, 69, 74]",G,minor,10,"[53, 60, 69, 74]"
"[53, 60, 69, 74]","[53, 60, 69, 74]","[53, 60, 69, 74]",G,minor,11,"[53, 60, 69, 74]"
"[53, 60, 69, 74]","[53, 60, 69, 74]","[53, 60, 69, 74]",G,minor,12,"[55, 59, 67, 74]"
"[53, 60, 69, 74]","[53, 60, 69, 74]","[55, 59, 67, 74]",G,minor,13,"[55, 59, 67, 74]"
"[53, 60, 69, 74]","[55, 59, 67, 74]","[55, 59, 67, 74]",G,minor,14,"[55, 59, 65, 74]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[55, 59, 65, 74]",G,minor,15,"[55, 59, 65, 74]"
"[55, 59, 67, 74]","[55, 59, 65, 74]","[55, 59, 65, 74]",G,minor,0,"[48, 55, 64, 72]"
"[55, 59, 65, 74]","[55, 59, 65, 74]","[48, 55, 64, 72]",G,minor,1,"[48, 55, 64, 72]"
"[55, 59, 65, 74]","[48, 55, 64, 72]","[48, 55, 64, 72]",G,minor,2,"[48, 55, 64, 72]"
