prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",B-,major,3,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",B-,major,4,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",B-,major,5,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",B-,major,6,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",B-,major,7,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",B-,major,8,"[38, 50, 53, 59]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[38, 50, 53, 59]",B-,major,9,"[38, 50, 53, 59]"
"[36, 52, 55, 60]","[38, 50, 53, 59]","[38, 50, 53, 59]",B-,major,10,"[38, 50, 53, 57]"
"[38, 50, 53, 59]","[38, 50, 53, 59]","[38, 50, 53, 57]",B-,major,11,"[38, 50, 53, 57]"
"[38, 50, 53, 59]","[38, 50, 53, 57]","[38, 50, 53, 57]",B-,major,12,"[40, 50, 52, 55]"
"[38, 50, 53, 57]","[38, 50, 53, 57]","[40, 50, 52, 55]",B-,major,13,"[40, 50, 52, 55]"
"[38, 50, 53, 57]","[40, 50, 52, 55]","[40, 50, 52, 55]",B-,major,14,"[40, 48, 52, 55]"
"[40, 50, 52, 55]","[40, 50, 52, 55]","[40, 48, 52, 55]",B-,major,15,"[40, 48, 52, 55]"
"[40, 50, 52, 55]","[40, 48, 52, 55]","[40, 48, 52, 55]",B-,major,0,"[45, 48, 52, 60]"
"[40, 48, 52, 55]","[40, 48, 52, 55]","[45, 48, 52, 60]",B-,major,1,"[45, 48, 52, 60]"
"[40, 48, 52, 55]","[45, 48, 52, 60]","[45, 48, 52, 60]",B-,major,2,"[45, 48, 52, 60]"
"[45, 48, 52, 60]","[45, 48, 52, 60]","[45, 48, 52, 60]",B-,major,3,"[45, 48, 52, 60]"
"[45, 48, 52, 60]","[45, 48, 52, 60]","[45, 48, 52, 60]",B-,major,4,"[43, 48, 53, 62]"
"[45, 48, 52, 60]","[45, 48, 52, 60]","[43, 48, 53, 62]",B-,major,5,"[43, 48, 53, 62]"
"[45, 48, 52, 60]","[43, 48, 53, 62]","[43, 48, 53, 62]",B-,major,6,"[43, 47, 53, 62]"
"[43, 48, 53, 62]","[43, 48, 53, 62]","[43, 47, 53, 62]",B-,major,7,"[43, 47, 53, 62]"
"[43, 48, 53, 62]","[43, 47, 53, 62]","[43, 47, 53, 62]",B-,major,8,"[36, 48, 55, 64]"
"[43, 47, 53, 62]","[43, 47, 53, 62]","[36, 48, 55, 64]",B-,major,9,"[36, 48, 55, 64]"
"[43, 47, 53, 62]","[36, 48, 55, 64]","[36, 48, 55, 64]",B-,major,10,"[36, 46, 55, 64]"
"[36, 48, 55, 64]","[36, 48, 55, 64]","[36, 46, 55, 64]",B-,major,11,"[36, 46, 55, 64]"
"[36, 48, 55, 64]","[36, 46, 55, 64]","[36, 46, 55, 64]",B-,major,12,"[41, 45, 53, 60]"
"[36, 46, 55, 64]","[36, 46, 55, 64]","[41, 45, 53, 60]",B-,major,13,"[41, 45, 53, 60]"
"[36, 46, 55, 64]","[41, 45, 53, 60]","[41, 45, 53, 60]",B-,major,14,"[41, 45, 53, 60]"
"[41, 45, 53, 60]","[41, 45, 53, 60]","[41, 45, 53, 60]",B-,major,15,"[41, 45, 53, 60]"
"[41, 45, 53, 60]","[41, 45, 53, 60]","[41, 45, 53, 60]",B-,major,0,"[41, 47, 50, 55]"
"[41, 45, 53, 60]","[41, 45, 53, 60]","[41, 47, 50, 55]",B-,major,1,"[41, 47, 50, 55]"
"[41, 45, 53, 60]","[41, 47, 50, 55]","[41, 47, 50, 55]",B-,major,2,"[41, 47, 50, 55]"
"[41, 47, 50, 55]","[41, 47, 50, 55]","[41, 47, 50, 55]",B-,major,3,"[41, 47, 50, 55]"
"[41, 47, 50, 55]","[41, 47, 50, 55]","[41, 47, 50, 55]",B-,major,4,"[40, 48, 55, 60]"
"[41, 47, 50, 55]","[41, 47, 50, 55]","[40, 48, 55, 60]",B-,major,5,"[40, 48, 55, 60]"
"[41, 47, 50, 55]","[40, 48, 55, 60]","[40, 48, 55, 60]",B-,major,6,"[40, 48, 55, 60]"
"[40, 48, 55, 60]","[40, 48, 55, 60]","[40, 48, 55, 60]",B-,major,7,"[40, 48, 55, 60]"
"[40, 48, 55, 60]","[40, 48, 55, 60]","[40, 48, 55, 60]",B-,major,8,"[35, 53, 55, 62]"
"[40, 48, 55, 60]","[40, 48, 55, 60]","[35, 53, 55, 62]",B-,major,9,"[35, 53, 55, 62]"
"[40, 48, 55, 60]","[35, 53, 55, 62]","[35, 53, 55, 62]",B-,major,10,"[35, 53, 55, 62]"
"[35, 53, 55, 62]","[35, 53, 55, 62]","[35, 53, 55, 62]",B-,major,11,"[35, 53, 55, 62]"
"[35, 53, 55, 62]","[35, 53, 55, 62]","[35, 53, 55, 62]",B-,major,12,"[36, 52, 55, 64]"
"[35, 53, 55, 62]","[35, 53, 55, 62]","[36, 52, 55, 64]",B-,major,13,"[36, 52, 55, 64]"
"[35, 53, 55, 62]","[36, 52, 55, 64]","[36, 52, 55, 64]",B-,major,14,"[36, 50, 55, 64]"
"[36, 52, 55, 64]","[36, 52, 55, 64]","[36, 50, 55, 64]",B-,major,15,"[36, 50, 55, 64]"
"[36, 52, 55, 64]","[36, 50, 55, 64]","[36, 50, 55, 64]",B-,major,0,"[41, 48, 57, 65]"
"[36, 50, 55, 64]","[36, 50, 55, 64]","[41, 48, 57, 65]",B-,major,1,"[41, 48, 57, 65]"
"[36, 50, 55, 64]","[41, 48, 57, 65]","[41, 48, 57, 65]",B-,major,2,"[41, 48, 57, 65]"
"[41, 48, 57, 65]","[41, 48, 57, 65]","[41, 48, 57, 65]",B-,major,3,"[41, 48, 57, 65]"
"[41, 48, 57, 65]","[41, 48, 57, 65]","[41, 48, 57, 65]",B-,major,4,"[43, 48, 55, 62]"
"[41, 48, 57, 65]","[41, 48, 57, 65]","[43, 48, 55, 62]",B-,major,5,"[43, 48, 55, 62]"
"[41, 48, 57, 65]","[43, 48, 55, 62]","[43, 48, 55, 62]",B-,major,6,"[43, 47, 55, 60]"
"[43, 48, 55, 62]","[43, 48, 55, 62]","[43, 47, 55, 60]",B-,major,7,"[43, 45, 55, 60]"
