prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",A,minor,3,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",A,minor,4,"[57, 64, 69, 72]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[57, 64, 69, 72]",A,minor,5,"[57, 64, 69, 72]"
"[45, 60, 64, 69]","[57, 64, 69, 72]","[57, 64, 69, 72]",A,minor,6,"[57, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",A,minor,7,"[57, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",A,minor,8,"[57, 64, 71, 71]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 71, 71]",A,minor,9,"[57, 64, 71, 71]"
"[57, 64, 69, 72]","[57, 64, 71, 71]","[57, 64, 71, 71]",A,minor,10,"[56, 64, 71, 71]"
"[57, 64, 71, 71]","[57, 64, 71, 71]","[56, 64, 71, 71]",A,minor,11,"[56, 64, 71, 71]"
"[57, 64, 71, 71]","[56, 64, 71, 71]","[56, 64, 71, 71]",A,minor,12,"[57, 64, 71, 72]"
"[56, 64, 71, 71]","[56, 64, 71, 71]","[57, 64, 71, 72]",A,minor,13,"[57, 64, 71, 72]"
"[56, 64, 71, 71]","[57, 64, 71, 72]","[57, 64, 71, 72]",A,minor,14,"[45, 64, 69, 72]"
"[57, 64, 71, 72]","[57, 64, 71, 72]","[45, 64, 69, 72]",A,minor,15,"[45, 64, 69, 72]"
"[57, 64, 71, 72]","[45, 64, 69, 72]","[45, 64, 69, 72]",A,minor,0,"[47, 62, 69, 74]"
"[45, 64, 69, 72]","[45, 64, 69, 72]","[47, 62, 69, 74]",A,minor,1,"[47, 62, 69, 74]"
"[45, 64, 69, 72]","[47, 62, 69, 74]","[47, 62, 69, 74]",A,minor,2,"[47, 62, 67, 74]"
"[47, 62, 69, 74]","[47, 62, 69, 74]","[47, 62, 67, 74]",A,minor,3,"[47, 62, 67, 74]"
"[47, 62, 69, 74]","[47, 62, 67, 74]","[47, 62, 67, 74]",A,minor,4,"[48, 62, 67, 76]"
"[47, 62, 67, 74]","[47, 62, 67, 74]","[48, 62, 67, 76]",A,minor,5,"[48, 62, 67, 76]"
