prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[52, 59, 68, 76]","[52, 59, 68, 76]","[54, 59, 69, 76]",A,minor,3,"[54, 59, 69, 76]"
"[52, 59, 68, 76]","[54, 59, 69, 76]","[54, 59, 69, 76]",A,minor,4,"[56, 64, 71, 76]"
"[54, 59, 69, 76]","[54, 59, 69, 76]","[56, 64, 71, 76]",A,minor,5,"[56, 64, 71, 76]"
"[54, 59, 69, 76]","[56, 64, 71, 76]","[56, 64, 71, 76]",A,minor,6,"[52, 62, 68, 76]"
"[56, 64, 71, 76]","[56, 64, 71, 76]","[52, 62, 68, 76]",A,minor,7,"[52, 62, 68, 76]"
"[56, 64, 71, 76]","[52, 62, 68, 76]","[52, 62, 68, 76]",A,minor,8,"[57, 60, 69, 76]"
"[52, 62, 68, 76]","[52, 62, 68, 76]","[57, 60, 69, 76]",A,minor,9,"[57, 60, 69, 76]"
"[52, 62, 68, 76]","[57, 60, 69, 76]","[57, 60, 69, 76]",A,minor,10,"[59, 62, 69, 76]"
"[57, 60, 69, 76]","[57, 60, 69, 76]","[59, 62, 69, 76]",A,minor,11,"[59, 62, 69, 76]"
"[57, 60, 69, 76]","[59, 62, 69, 76]","[59, 62, 69, 76]",A,minor,12,"[60, 64, 69, 76]"
"[59, 62, 69, 76]","[59, 62, 69, 76]","[60, 64, 69, 76]",A,minor,13,"[60, 64, 69, 76]"
"[59, 62, 69, 76]","[60, 64, 69, 76]","[60, 64, 69, 76]",A,minor,14,"[57, 60, 69, 76]"
"[60, 64, 69, 76]","[60, 64, 69, 76]","[57, 60, 69, 76]",A,minor,15,"[57, 60, 69, 76]"
"[60, 64, 69, 76]","[57, 60, 69, 76]","[57, 60, 69, 76]",A,minor,0,"[54, 60, 69, 74]"
"[57, 60, 69, 76]","[57, 60, 69, 76]","[54, 60, 69, 74]",A,minor,1,"[54, 60, 69, 74]"
"[57, 60, 69, 76]","[54, 60, 69, 74]","[54, 60, 69, 74]",A,minor,2,"[56, 59, 64, 74]"
"[54, 60, 69, 74]","[54, 60, 69, 74]","[56, 59, 64, 74]",A,minor,3,"[56, 59, 64, 74]"
"[54, 60, 69, 74]","[56, 59, 64, 74]","[56, 59, 64, 74]",A,minor,4,"[57, 59, 64, 72]"
"[56, 59, 64, 74]","[56, 59, 64, 74]","[57, 59, 64, 72]",A,minor,5,"[57, 59, 64, 72]"
"[56, 59, 64, 74]","[57, 59, 64, 72]","[57, 59, 64, 72]",A,minor,6,"[45, 57, 64, 72]"
"[57, 59, 64, 72]","[57, 59, 64, 72]","[45, 57, 64, 72]",A,minor,7,"[45, 57, 64, 72]"
"[57, 59, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",A,minor,8,"[52, 57, 64, 71]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[52, 57, 64, 71]",A,minor,9,"[52, 57, 64, 71]"
"[45, 57, 64, 72]","[52, 57, 64, 71]","[52, 57, 64, 71]",A,minor,10,"[52, 57, 64, 71]"
"[52, 57, 64, 71]","[52, 57, 64, 71]","[52, 57, 64, 71]",A,minor,11,"[52, 57, 64, 71]"
"[52, 57, 64, 71]","[52, 57, 64, 71]","[52, 57, 64, 71]",A,minor,12,"[52, 56, 64, 71]"
"[52, 57, 64, 71]","[52, 57, 64, 71]","[52, 56, 64, 71]",A,minor,13,"[52, 56, 64, 71]"
"[52, 57, 64, 71]","[52, 56, 64, 71]","[52, 56, 64, 71]",A,minor,14,"[52, 56, 64, 71]"
"[52, 56, 64, 71]","[52, 56, 64, 71]","[52, 56, 64, 71]",A,minor,15,"[52, 56, 64, 71]"
"[52, 56, 64, 71]","[52, 56, 64, 71]","[52, 56, 64, 71]",A,minor,0,"[53, 57, 60, 69]"
