prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",B-,major,3,"[48, 52, 55, 60]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",B-,major,4,"[41, 53, 57, 60]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[41, 53, 57, 60]",B-,major,5,"[41, 53, 57, 60]"
"[48, 52, 55, 60]","[41, 53, 57, 60]","[41, 53, 57, 60]",B-,major,6,"[41, 53, 59, 62]"
"[41, 53, 57, 60]","[41, 53, 57, 60]","[41, 53, 59, 62]",B-,major,7,"[41, 53, 59, 62]"
"[41, 53, 57, 60]","[41, 53, 59, 62]","[41, 53, 59, 62]",B-,major,8,"[36, 55, 60, 64]"
"[41, 53, 59, 62]","[41, 53, 59, 62]","[36, 55, 60, 64]",B-,major,9,"[36, 55, 60, 64]"
"[41, 53, 59, 62]","[36, 55, 60, 64]","[36, 55, 60, 64]",B-,major,10,"[36, 55, 60, 64]"
"[36, 55, 60, 64]","[36, 55, 60, 64]","[36, 55, 60, 64]",B-,major,11,"[36, 55, 60, 64]"
"[36, 55, 60, 64]","[36, 55, 60, 64]","[36, 55, 60, 64]",B-,major,12,"[43, 55, 59, 62]"
"[36, 55, 60, 64]","[36, 55, 60, 64]","[43, 55, 59, 62]",B-,major,13,"[43, 55, 59, 62]"
"[36, 55, 60, 64]","[43, 55, 59, 62]","[43, 55, 59, 62]",B-,major,14,"[43, 53, 59, 62]"
"[43, 55, 59, 62]","[43, 55, 59, 62]","[43, 53, 59, 62]",B-,major,15,"[43, 53, 59, 62]"
"[43, 55, 59, 62]","[43, 53, 59, 62]","[43, 53, 59, 62]",B-,major,0,"[45, 52, 57, 60]"
"[43, 53, 59, 62]","[43, 53, 59, 62]","[45, 52, 57, 60]",B-,major,1,"[45, 52, 57, 60]"
"[43, 53, 59, 62]","[45, 52, 57, 60]","[45, 52, 57, 60]",B-,major,2,"[45, 52, 57, 60]"
"[45, 52, 57, 60]","[45, 52, 57, 60]","[45, 52, 57, 60]",B-,major,3,"[45, 52, 57, 60]"
"[45, 52, 57, 60]","[45, 52, 57, 60]","[45, 52, 57, 60]",B-,major,4,"[38, 53, 57, 59]"
"[45, 52, 57, 60]","[45, 52, 57, 60]","[38, 53, 57, 59]",B-,major,5,"[38, 53, 57, 59]"
"[45, 52, 57, 60]","[38, 53, 57, 59]","[38, 53, 57, 59]",B-,major,6,"[38, 53, 57, 59]"
"[38, 53, 57, 59]","[38, 53, 57, 59]","[38, 53, 57, 59]",B-,major,7,"[38, 53, 57, 59]"
"[38, 53, 57, 59]","[38, 53, 57, 59]","[38, 53, 57, 59]",B-,major,8,"[40, 52, 56, 59]"
"[38, 53, 57, 59]","[38, 53, 57, 59]","[40, 52, 56, 59]",B-,major,9,"[40, 52, 56, 59]"
"[38, 53, 57, 59]","[40, 52, 56, 59]","[40, 52, 56, 59]",B-,major,10,"[40, 50, 56, 59]"
"[40, 52, 56, 59]","[40, 52, 56, 59]","[40, 50, 56, 59]",B-,major,11,"[40, 50, 56, 59]"
"[40, 52, 56, 59]","[40, 50, 56, 59]","[40, 50, 56, 59]",B-,major,12,"[41, 48, 57, 57]"
"[40, 50, 56, 59]","[40, 50, 56, 59]","[41, 48, 57, 57]",B-,major,13,"[41, 48, 57, 57]"
"[40, 50, 56, 59]","[41, 48, 57, 57]","[41, 48, 57, 57]",B-,major,14,"[41, 48, 57, 57]"
"[41, 48, 57, 57]","[41, 48, 57, 57]","[41, 48, 57, 57]",B-,major,15,"[41, 48, 57, 57]"
"[41, 48, 57, 57]","[41, 48, 57, 57]","[41, 48, 57, 57]",B-,major,0,"[45, 48, 57, 64]"
"[41, 48, 57, 57]","[41, 48, 57, 57]","[45, 48, 57, 64]",B-,major,1,"[45, 48, 57, 64]"
"[41, 48, 57, 57]","[45, 48, 57, 64]","[45, 48, 57, 64]",B-,major,2,"[45, 48, 57, 64]"
"[45, 48, 57, 64]","[45, 48, 57, 64]","[45, 48, 57, 64]",B-,major,3,"[45, 48, 57, 64]"
"[45, 48, 57, 64]","[45, 48, 57, 64]","[45, 48, 57, 64]",B-,major,4,"[38, 48, 57, 65]"
