prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[57, 60, 64, 69]","[57, 60, 64, 69]","[55, 60, 64, 69]",A,minor,3,"[55, 60, 64, 69]"
"[57, 60, 64, 69]","[55, 60, 64, 69]","[55, 60, 64, 69]",A,minor,4,"[53, 60, 65, 69]"
"[55, 60, 64, 69]","[55, 60, 64, 69]","[53, 60, 65, 69]",A,minor,5,"[53, 60, 65, 69]"
"[55, 60, 64, 69]","[53, 60, 65, 69]","[53, 60, 65, 69]",A,minor,6,"[53, 60, 65, 69]"
"[53, 60, 65, 69]","[53, 60, 65, 69]","[53, 60, 65, 69]",A,minor,7,"[53, 60, 65, 69]"
"[53, 60, 65, 69]","[53, 60, 65, 69]","[53, 60, 65, 69]",A,minor,8,"[52, 62, 65, 71]"
"[53, 60, 65, 69]","[53, 60, 65, 69]","[52, 62, 65, 71]",A,minor,9,"[52, 62, 65, 71]"
"[53, 60, 65, 69]","[52, 62, 65, 71]","[52, 62, 65, 71]",A,minor,10,"[50, 62, 65, 71]"
"[52, 62, 65, 71]","[52, 62, 65, 71]","[50, 62, 65, 71]",A,minor,11,"[50, 62, 65, 71]"
"[52, 62, 65, 71]","[50, 62, 65, 71]","[50, 62, 65, 71]",A,minor,12,"[52, 55, 67, 72]"
"[50, 62, 65, 71]","[50, 62, 65, 71]","[52, 55, 67, 72]",A,minor,13,"[52, 55, 67, 72]"
"[50, 62, 65, 71]","[52, 55, 67, 72]","[52, 55, 67, 72]",A,minor,14,"[52, 55, 67, 72]"
"[52, 55, 67, 72]","[52, 55, 67, 72]","[52, 55, 67, 72]",A,minor,15,"[52, 55, 67, 72]"
"[52, 55, 67, 72]","[52, 55, 67, 72]","[52, 55, 67, 72]",A,minor,0,"[54, 62, 69, 74]"
"[52, 55, 67, 72]","[52, 55, 67, 72]","[54, 62, 69, 74]",A,minor,1,"[54, 62, 69, 74]"
"[52, 55, 67, 72]","[54, 62, 69, 74]","[54, 62, 69, 74]",A,minor,2,"[54, 62, 69, 74]"
"[54, 62, 69, 74]","[54, 62, 69, 74]","[54, 62, 69, 74]",A,minor,3,"[54, 62, 69, 74]"
