prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",A,major,3,"[48, 52, 55, 60]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",A,major,4,"[47, 50, 55, 67]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[47, 50, 55, 67]",A,major,5,"[47, 50, 55, 67]"
"[48, 52, 55, 60]","[47, 50, 55, 67]","[47, 50, 55, 67]",A,major,6,"[47, 50, 57, 67]"
"[47, 50, 55, 67]","[47, 50, 55, 67]","[47, 50, 57, 67]",A,major,7,"[47, 50, 57, 67]"
"[47, 50, 55, 67]","[47, 50, 57, 67]","[47, 50, 57, 67]",A,major,8,"[43, 55, 59, 67]"
"[47, 50, 57, 67]","[47, 50, 57, 67]","[43, 55, 59, 67]",A,major,9,"[43, 55, 59, 67]"
"[47, 50, 57, 67]","[43, 55, 59, 67]","[43, 55, 59, 67]",A,major,10,"[43, 53, 59, 67]"
"[43, 55, 59, 67]","[43, 55, 59, 67]","[43, 53, 59, 67]",A,major,11,"[43, 53, 59, 67]"
"[43, 55, 59, 67]","[43, 53, 59, 67]","[43, 53, 59, 67]",A,major,12,"[48, 52, 60, 67]"
"[43, 53, 59, 67]","[43, 53, 59, 67]","[48, 52, 60, 67]",A,major,13,"[48, 52, 60, 67]"
"[43, 53, 59, 67]","[48, 52, 60, 67]","[48, 52, 60, 67]",A,major,14,"[50, 53, 60, 67]"
"[48, 52, 60, 67]","[48, 52, 60, 67]","[50, 53, 60, 67]",A,major,15,"[50, 53, 60, 67]"
"[48, 52, 60, 67]","[50, 53, 60, 67]","[50, 53, 60, 67]",A,major,0,"[52, 55, 60, 67]"
"[50, 53, 60, 67]","[50, 53, 60, 67]","[52, 55, 60, 67]",A,major,1,"[52, 55, 60, 67]"
"[50, 53, 60, 67]","[52, 55, 60, 67]","[52, 55, 60, 67]",A,major,2,"[48, 55, 60, 67]"
"[52, 55, 60, 67]","[52, 55, 60, 67]","[48, 55, 60, 67]",A,major,3,"[48, 55, 60, 67]"
"[52, 55, 60, 67]","[48, 55, 60, 67]","[48, 55, 60, 67]",A,major,4,"[41, 53, 60, 69]"
"[48, 55, 60, 67]","[48, 55, 60, 67]","[41, 53, 60, 69]",A,major,5,"[41, 53, 60, 69]"
"[48, 55, 60, 67]","[41, 53, 60, 69]","[41, 53, 60, 69]",A,major,6,"[41, 52, 60, 69]"
"[41, 53, 60, 69]","[41, 53, 60, 69]","[41, 52, 60, 69]",A,major,7,"[41, 52, 60, 69]"
"[41, 53, 60, 69]","[41, 52, 60, 69]","[41, 52, 60, 69]",A,major,8,"[43, 50, 59, 67]"
"[41, 52, 60, 69]","[41, 52, 60, 69]","[43, 50, 59, 67]",A,major,9,"[43, 50, 59, 67]"
"[41, 52, 60, 69]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,10,"[43, 50, 59, 65]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 65]",A,major,11,"[43, 50, 59, 65]"
"[43, 50, 59, 67]","[43, 50, 59, 65]","[43, 50, 59, 65]",A,major,12,"[36, 48, 55, 64]"
"[43, 50, 59, 65]","[43, 50, 59, 65]","[36, 48, 55, 64]",A,major,13,"[36, 48, 55, 64]"
"[43, 50, 59, 65]","[36, 48, 55, 64]","[36, 48, 55, 64]",A,major,14,"[36, 48, 55, 64]"
"[36, 48, 55, 64]","[36, 48, 55, 64]","[36, 48, 55, 64]",A,major,15,"[36, 48, 55, 64]"
"[36, 48, 55, 64]","[36, 48, 55, 64]","[36, 48, 55, 64]",A,major,0,"[43, 47, 55, 62]"
"[36, 48, 55, 64]","[36, 48, 55, 64]","[43, 47, 55, 62]",A,major,1,"[43, 47, 55, 62]"
"[36, 48, 55, 64]","[43, 47, 55, 62]","[43, 47, 55, 62]",A,major,2,"[43, 47, 55, 62]"
"[43, 47, 55, 62]","[43, 47, 55, 62]","[43, 47, 55, 62]",A,major,3,"[43, 47, 55, 62]"
"[43, 47, 55, 62]","[43, 47, 55, 62]","[43, 47, 55, 62]",A,major,4,"[48, 48, 55, 64]"
"[43, 47, 55, 62]","[43, 47, 55, 62]","[48, 48, 55, 64]",A,major,5,"[48, 48, 55, 64]"
"[43, 47, 55, 62]","[48, 48, 55, 64]","[48, 48, 55, 64]",A,major,6,"[48, 48, 57, 66]"
"[48, 48, 55, 64]","[48, 48, 55, 64]","[48, 48, 57, 66]",A,major,7,"[48, 48, 57, 66]"
"[48, 48, 55, 64]","[48, 48, 57, 66]","[48, 48, 57, 66]",A,major,8,"[47, 50, 59, 67]"
"[48, 48, 57, 66]","[48, 48, 57, 66]","[47, 50, 59, 67]",A,major,9,"[47, 50, 59, 67]"
"[48, 48, 57, 66]","[47, 50, 59, 67]","[47, 50, 59, 67]",A,major,10,"[48, 50, 59, 67]"
"[47, 50, 59, 67]","[47, 50, 59, 67]","[48, 50, 59, 67]",A,major,11,"[48, 50, 59, 67]"
"[47, 50, 59, 67]","[48, 50, 59, 67]","[48, 50, 59, 67]",A,major,12,"[50, 50, 57, 67]"
"[48, 50, 59, 67]","[48, 50, 59, 67]","[50, 50, 57, 67]",A,major,13,"[50, 50, 57, 67]"
"[48, 50, 59, 67]","[50, 50, 57, 67]","[50, 50, 57, 67]",A,major,14,"[50, 50, 57, 69]"
"[50, 50, 57, 67]","[50, 50, 57, 67]","[50, 50, 57, 69]",A,major,15,"[50, 50, 57, 69]"
"[50, 50, 57, 67]","[50, 50, 57, 69]","[50, 50, 57, 69]",A,major,0,"[38, 50, 59, 66]"
"[50, 50, 57, 69]","[50, 50, 57, 69]","[38, 50, 59, 66]",A,major,1,"[38, 50, 59, 66]"
"[50, 50, 57, 69]","[38, 50, 59, 66]","[38, 50, 59, 66]",A,major,2,"[38, 50, 60, 66]"
"[38, 50, 59, 66]","[38, 50, 59, 66]","[38, 50, 60, 66]",A,major,3,"[38, 50, 60, 66]"
"[38, 50, 59, 66]","[38, 50, 60, 66]","[38, 50, 60, 66]",A,major,4,"[43, 50, 59, 67]"
"[38, 50, 60, 66]","[38, 50, 60, 66]","[43, 50, 59, 67]",A,major,5,"[43, 50, 59, 67]"
"[38, 50, 60, 66]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,6,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,7,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,8,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,9,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,10,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,11,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,12,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,13,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,14,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,15,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,0,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,1,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",A,major,2,"[41, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[41, 50, 59, 67]",A,major,3,"[41, 50, 59, 67]"
"[43, 50, 59, 67]","[41, 50, 59, 67]","[41, 50, 59, 67]",A,major,4,"[40, 52, 60, 67]"
"[41, 50, 59, 67]","[41, 50, 59, 67]","[40, 52, 60, 67]",A,major,5,"[40, 52, 60, 67]"
"[41, 50, 59, 67]","[40, 52, 60, 67]","[40, 52, 60, 67]",A,major,6,"[41, 52, 60, 67]"
