prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",G,major,3,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",G,major,4,"[36, 55, 60, 64]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 55, 60, 64]",G,major,5,"[36, 55, 60, 64]"
"[36, 52, 55, 60]","[36, 55, 60, 64]","[36, 55, 60, 64]",G,major,6,"[36, 55, 60, 64]"
"[36, 55, 60, 64]","[36, 55, 60, 64]","[36, 55, 60, 64]",G,major,7,"[36, 55, 60, 64]"
"[36, 55, 60, 64]","[36, 55, 60, 64]","[36, 55, 60, 64]",G,major,8,"[35, 55, 62, 67]"
"[36, 55, 60, 64]","[36, 55, 60, 64]","[35, 55, 62, 67]",G,major,9,"[35, 55, 62, 67]"
"[36, 55, 60, 64]","[35, 55, 62, 67]","[35, 55, 62, 67]",G,major,10,"[35, 55, 62, 67]"
"[35, 55, 62, 67]","[35, 55, 62, 67]","[35, 55, 62, 67]",G,major,11,"[35, 55, 62, 67]"
"[35, 55, 62, 67]","[35, 55, 62, 67]","[35, 55, 62, 67]",G,major,12,"[36, 55, 62, 64]"
"[35, 55, 62, 67]","[35, 55, 62, 67]","[36, 55, 62, 64]",G,major,13,"[36, 55, 62, 64]"
"[35, 55, 62, 67]","[36, 55, 62, 64]","[36, 55, 62, 64]",G,major,14,"[40, 55, 60, 64]"
"[36, 55, 62, 64]","[36, 55, 62, 64]","[40, 55, 60, 64]",G,major,15,"[40, 55, 60, 64]"
"[36, 55, 62, 64]","[40, 55, 60, 64]","[40, 55, 60, 64]",G,major,0,"[43, 55, 60, 62]"
"[40, 55, 60, 64]","[40, 55, 60, 64]","[43, 55, 60, 62]",G,major,1,"[43, 55, 60, 62]"
"[40, 55, 60, 64]","[43, 55, 60, 62]","[43, 55, 60, 62]",G,major,2,"[43, 55, 59, 62]"
"[43, 55, 60, 62]","[43, 55, 60, 62]","[43, 55, 59, 62]",G,major,3,"[43, 55, 59, 62]"
"[43, 55, 60, 62]","[43, 55, 59, 62]","[43, 55, 59, 62]",G,major,4,"[48, 55, 60, 64]"
"[43, 55, 59, 62]","[43, 55, 59, 62]","[48, 55, 60, 64]",G,major,5,"[48, 55, 60, 64]"
"[43, 55, 59, 62]","[48, 55, 60, 64]","[48, 55, 60, 64]",G,major,6,"[47, 55, 60, 64]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[47, 55, 60, 64]",G,major,7,"[47, 55, 60, 64]"
"[48, 55, 60, 64]","[47, 55, 60, 64]","[47, 55, 60, 64]",G,major,8,"[45, 57, 60, 66]"
"[47, 55, 60, 64]","[47, 55, 60, 64]","[45, 57, 60, 66]",G,major,9,"[45, 57, 60, 66]"
"[47, 55, 60, 64]","[45, 57, 60, 66]","[45, 57, 60, 66]",G,major,10,"[45, 57, 60, 66]"
"[45, 57, 60, 66]","[45, 57, 60, 66]","[45, 57, 60, 66]",G,major,11,"[45, 57, 60, 66]"
"[45, 57, 60, 66]","[45, 57, 60, 66]","[45, 57, 60, 66]",G,major,12,"[43, 50, 59, 67]"
"[45, 57, 60, 66]","[45, 57, 60, 66]","[43, 50, 59, 67]",G,major,13,"[43, 50, 59, 67]"
"[45, 57, 60, 66]","[43, 50, 59, 67]","[43, 50, 59, 67]",G,major,14,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",G,major,15,"[43, 50, 59, 67]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[43, 50, 59, 67]",G,major,0,"[50, 53, 62, 69]"
"[43, 50, 59, 67]","[43, 50, 59, 67]","[50, 53, 62, 69]",G,major,1,"[50, 53, 62, 69]"
"[43, 50, 59, 67]","[50, 53, 62, 69]","[50, 53, 62, 69]",G,major,2,"[48, 53, 62, 69]"
