prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[52, 64, 68, 71]","[52, 64, 68, 71]","[52, 64, 68, 71]",A,minor,3,"[52, 64, 68, 71]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[52, 64, 68, 71]",A,minor,4,"[57, 64, 69, 72]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[57, 64, 69, 72]",A,minor,5,"[57, 64, 69, 72]"
"[52, 64, 68, 71]","[57, 64, 69, 72]","[57, 64, 69, 72]",A,minor,6,"[57, 60, 64, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 60, 64, 72]",A,minor,7,"[57, 60, 64, 72]"
"[57, 64, 69, 72]","[57, 60, 64, 72]","[57, 60, 64, 72]",A,minor,8,"[57, 62, 65, 71]"
"[57, 60, 64, 72]","[57, 60, 64, 72]","[57, 62, 65, 71]",A,minor,9,"[57, 62, 65, 71]"
"[57, 60, 64, 72]","[57, 62, 65, 71]","[57, 62, 65, 71]",A,minor,10,"[55, 64, 64, 71]"
"[57, 62, 65, 71]","[57, 62, 65, 71]","[55, 64, 64, 71]",A,minor,11,"[55, 64, 64, 71]"
"[57, 62, 65, 71]","[55, 64, 64, 71]","[55, 64, 64, 71]",A,minor,12,"[53, 57, 64, 69]"
"[55, 64, 64, 71]","[55, 64, 64, 71]","[53, 57, 64, 69]",A,minor,13,"[53, 57, 64, 69]"
"[55, 64, 64, 71]","[53, 57, 64, 69]","[53, 57, 64, 69]",A,minor,14,"[53, 57, 62, 69]"
"[53, 57, 64, 69]","[53, 57, 64, 69]","[53, 57, 62, 69]",A,minor,15,"[53, 57, 62, 69]"
"[53, 57, 64, 69]","[53, 57, 62, 69]","[53, 57, 62, 69]",A,minor,0,"[53, 55, 67, 71]"
"[53, 57, 62, 69]","[53, 57, 62, 69]","[53, 55, 67, 71]",A,minor,1,"[53, 55, 67, 71]"
"[53, 57, 62, 69]","[53, 55, 67, 71]","[53, 55, 67, 71]",A,minor,2,"[52, 55, 67, 72]"
"[53, 55, 67, 71]","[53, 55, 67, 71]","[52, 55, 67, 72]",A,minor,3,"[52, 55, 67, 72]"
"[53, 55, 67, 71]","[52, 55, 67, 72]","[52, 55, 67, 72]",A,minor,4,"[50, 57, 67, 74]"
"[52, 55, 67, 72]","[52, 55, 67, 72]","[50, 57, 67, 74]",A,minor,5,"[50, 57, 67, 74]"
"[52, 55, 67, 72]","[50, 57, 67, 74]","[50, 57, 67, 74]",A,minor,6,"[50, 57, 65, 74]"
"[50, 57, 67, 74]","[50, 57, 67, 74]","[50, 57, 65, 74]",A,minor,7,"[50, 57, 65, 74]"
"[50, 57, 67, 74]","[50, 57, 65, 74]","[50, 57, 65, 74]",A,minor,8,"[50, 58, 67, 76]"
"[50, 57, 65, 74]","[50, 57, 65, 74]","[50, 58, 67, 76]",A,minor,9,"[50, 58, 67, 76]"
"[50, 57, 65, 74]","[50, 58, 67, 76]","[50, 58, 67, 76]",A,minor,10,"[49, 58, 64, 76]"
"[50, 58, 67, 76]","[50, 58, 67, 76]","[49, 58, 64, 76]",A,minor,11,"[49, 58, 64, 76]"
"[50, 58, 67, 76]","[49, 58, 64, 76]","[49, 58, 64, 76]",A,minor,12,"[50, 57, 65, 74]"
"[49, 58, 64, 76]","[49, 58, 64, 76]","[50, 57, 65, 74]",A,minor,13,"[50, 57, 65, 74]"
"[49, 58, 64, 76]","[50, 57, 65, 74]","[50, 57, 65, 74]",A,minor,14,"[50, 56, 65, 74]"
"[50, 57, 65, 74]","[50, 57, 65, 74]","[50, 56, 65, 74]",A,minor,15,"[50, 56, 65, 74]"
"[50, 57, 65, 74]","[50, 56, 65, 74]","[50, 56, 65, 74]",A,minor,0,"[45, 57, 64, 72]"
"[50, 56, 65, 74]","[50, 56, 65, 74]","[45, 57, 64, 72]",A,minor,1,"[45, 57, 64, 72]"
