prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",B,minor,3,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",B,minor,4,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",B,minor,5,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",B,minor,6,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",B,minor,7,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",B,minor,8,"[57, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[57, 57, 64, 72]",B,minor,9,"[57, 57, 64, 72]"
"[45, 57, 64, 72]","[57, 57, 64, 72]","[57, 57, 64, 72]",B,minor,10,"[57, 57, 64, 72]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[57, 57, 64, 72]",B,minor,11,"[57, 57, 64, 72]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[57, 57, 64, 72]",B,minor,12,"[55, 57, 64, 72]"
"[57, 57, 64, 72]","[57, 57, 64, 72]","[55, 57, 64, 72]",B,minor,13,"[55, 57, 64, 72]"
"[57, 57, 64, 72]","[55, 57, 64, 72]","[55, 57, 64, 72]",B,minor,14,"[55, 57, 64, 72]"
"[55, 57, 64, 72]","[55, 57, 64, 72]","[55, 57, 64, 72]",B,minor,15,"[55, 57, 64, 72]"
"[55, 57, 64, 72]","[55, 57, 64, 72]","[55, 57, 64, 72]",B,minor,0,"[54, 57, 63, 72]"
"[55, 57, 64, 72]","[55, 57, 64, 72]","[54, 57, 63, 72]",B,minor,1,"[54, 57, 63, 72]"
"[55, 57, 64, 72]","[54, 57, 63, 72]","[54, 57, 63, 72]",B,minor,2,"[54, 57, 63, 72]"
"[54, 57, 63, 72]","[54, 57, 63, 72]","[54, 57, 63, 72]",B,minor,3,"[54, 57, 63, 72]"
"[54, 57, 63, 72]","[54, 57, 63, 72]","[54, 57, 63, 72]",B,minor,4,"[52, 55, 64, 72]"
"[54, 57, 63, 72]","[54, 57, 63, 72]","[52, 55, 64, 72]",B,minor,5,"[52, 55, 64, 72]"
"[54, 57, 63, 72]","[52, 55, 64, 72]","[52, 55, 64, 72]",B,minor,6,"[52, 55, 64, 72]"
