prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,3,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,4,"[45, 64, 69, 72]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 64, 69, 72]",G,minor,5,"[45, 64, 69, 72]"
"[45, 60, 64, 69]","[45, 64, 69, 72]","[45, 64, 69, 72]",G,minor,6,"[47, 64, 69, 72]"
"[45, 64, 69, 72]","[45, 64, 69, 72]","[47, 64, 69, 72]",G,minor,7,"[47, 64, 69, 72]"
"[45, 64, 69, 72]","[47, 64, 69, 72]","[47, 64, 69, 72]",G,minor,8,"[48, 60, 64, 69]"
"[47, 64, 69, 72]","[47, 64, 69, 72]","[48, 60, 64, 69]",G,minor,9,"[48, 60, 64, 69]"
"[47, 64, 69, 72]","[48, 60, 64, 69]","[48, 60, 64, 69]",G,minor,10,"[50, 60, 64, 69]"
"[48, 60, 64, 69]","[48, 60, 64, 69]","[50, 60, 64, 69]",G,minor,11,"[50, 60, 64, 69]"
"[48, 60, 64, 69]","[50, 60, 64, 69]","[50, 60, 64, 69]",G,minor,12,"[52, 59, 64, 68]"
"[50, 60, 64, 69]","[50, 60, 64, 69]","[52, 59, 64, 68]",G,minor,13,"[52, 59, 64, 68]"
"[50, 60, 64, 69]","[52, 59, 64, 68]","[52, 59, 64, 68]",G,minor,14,"[52, 59, 62, 68]"
"[52, 59, 64, 68]","[52, 59, 64, 68]","[52, 59, 62, 68]",G,minor,15,"[52, 59, 62, 68]"
"[52, 59, 64, 68]","[52, 59, 62, 68]","[52, 59, 62, 68]",G,minor,0,"[53, 57, 60, 69]"
"[52, 59, 62, 68]","[52, 59, 62, 68]","[53, 57, 60, 69]",G,minor,1,"[53, 57, 60, 69]"
"[52, 59, 62, 68]","[53, 57, 60, 69]","[53, 57, 60, 69]",G,minor,2,"[52, 57, 60, 69]"
"[53, 57, 60, 69]","[53, 57, 60, 69]","[52, 57, 60, 69]",G,minor,3,"[52, 57, 60, 69]"
"[53, 57, 60, 69]","[52, 57, 60, 69]","[52, 57, 60, 69]",G,minor,4,"[50, 57, 65, 71]"
"[52, 57, 60, 69]","[52, 57, 60, 69]","[50, 57, 65, 71]",G,minor,5,"[50, 57, 65, 71]"
"[52, 57, 60, 69]","[50, 57, 65, 71]","[50, 57, 65, 71]",G,minor,6,"[50, 57, 65, 71]"
"[50, 57, 65, 71]","[50, 57, 65, 71]","[50, 57, 65, 71]",G,minor,7,"[50, 57, 65, 71]"
"[50, 57, 65, 71]","[50, 57, 65, 71]","[50, 57, 65, 71]",G,minor,8,"[52, 57, 64, 71]"
"[50, 57, 65, 71]","[50, 57, 65, 71]","[52, 57, 64, 71]",G,minor,9,"[52, 57, 64, 71]"
"[50, 57, 65, 71]","[52, 57, 64, 71]","[52, 57, 64, 71]",G,minor,10,"[52, 56, 64, 71]"
"[52, 57, 64, 71]","[52, 57, 64, 71]","[52, 56, 64, 71]",G,minor,11,"[52, 56, 64, 71]"
"[52, 57, 64, 71]","[52, 56, 64, 71]","[52, 56, 64, 71]",G,minor,12,"[45, 57, 64, 72]"
"[52, 56, 64, 71]","[52, 56, 64, 71]","[45, 57, 64, 72]",G,minor,13,"[45, 57, 64, 72]"
"[52, 56, 64, 71]","[45, 57, 64, 72]","[45, 57, 64, 72]",G,minor,14,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",G,minor,15,"[45, 57, 64, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[45, 57, 64, 72]",G,minor,0,"[57, 64, 69, 72]"
"[45, 57, 64, 72]","[45, 57, 64, 72]","[57, 64, 69, 72]",G,minor,1,"[57, 64, 69, 72]"
"[45, 57, 64, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,2,"[57, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,3,"[57, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,4,"[52, 64, 69, 71]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[52, 64, 69, 71]",G,minor,5,"[52, 64, 69, 71]"
"[57, 64, 69, 72]","[52, 64, 69, 71]","[52, 64, 69, 71]",G,minor,6,"[52, 64, 68, 71]"
"[52, 64, 69, 71]","[52, 64, 69, 71]","[52, 64, 68, 71]",G,minor,7,"[52, 64, 68, 71]"
"[52, 64, 69, 71]","[52, 64, 68, 71]","[52, 64, 68, 71]",G,minor,8,"[57, 64, 69, 72]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[57, 64, 69, 72]",G,minor,9,"[57, 64, 69, 72]"
"[52, 64, 68, 71]","[57, 64, 69, 72]","[57, 64, 69, 72]",G,minor,10,"[55, 64, 69, 72]"
"[57, 64, 69, 72]","[57, 64, 69, 72]","[55, 64, 69, 72]",G,minor,11,"[55, 64, 69, 72]"
"[57, 64, 69, 72]","[55, 64, 69, 72]","[55, 64, 69, 72]",G,minor,12,"[54, 66, 69, 74]"
"[55, 64, 69, 72]","[55, 64, 69, 72]","[54, 66, 69, 74]",G,minor,13,"[54, 66, 69, 74]"
"[55, 64, 69, 72]","[54, 66, 69, 74]","[54, 66, 69, 74]",G,minor,14,"[59, 62, 66, 74]"
"[54, 66, 69, 74]","[54, 66, 69, 74]","[59, 62, 66, 74]",G,minor,15,"[59, 62, 66, 74]"
"[54, 66, 69, 74]","[59, 62, 66, 74]","[59, 62, 66, 74]",G,minor,0,"[56, 64, 64, 71]"
"[59, 62, 66, 74]","[59, 62, 66, 74]","[56, 64, 64, 71]",G,minor,1,"[56, 64, 64, 71]"
"[59, 62, 66, 74]","[56, 64, 64, 71]","[56, 64, 64, 71]",G,minor,2,"[52, 62, 68, 71]"
"[56, 64, 64, 71]","[56, 64, 64, 71]","[52, 62, 68, 71]",G,minor,3,"[52, 62, 68, 71]"
"[56, 64, 64, 71]","[52, 62, 68, 71]","[52, 62, 68, 71]",G,minor,4,"[57, 60, 64, 72]"
"[52, 62, 68, 71]","[52, 62, 68, 71]","[57, 60, 64, 72]",G,minor,5,"[57, 60, 64, 72]"
"[52, 62, 68, 71]","[57, 60, 64, 72]","[57, 60, 64, 72]",G,minor,6,"[57, 59, 64, 72]"
"[57, 60, 64, 72]","[57, 60, 64, 72]","[57, 59, 64, 72]",G,minor,7,"[57, 59, 64, 72]"
"[57, 60, 64, 72]","[57, 59, 64, 72]","[57, 59, 64, 72]",G,minor,8,"[51, 57, 66, 72]"
"[57, 59, 64, 72]","[57, 59, 64, 72]","[51, 57, 66, 72]",G,minor,9,"[51, 57, 66, 72]"
"[57, 59, 64, 72]","[51, 57, 66, 72]","[51, 57, 66, 72]",G,minor,10,"[51, 57, 66, 72]"
"[51, 57, 66, 72]","[51, 57, 66, 72]","[51, 57, 66, 72]",G,minor,11,"[51, 57, 66, 72]"
"[51, 57, 66, 72]","[51, 57, 66, 72]","[51, 57, 66, 72]",G,minor,12,"[52, 64, 68, 71]"
"[51, 57, 66, 72]","[51, 57, 66, 72]","[52, 64, 68, 71]",G,minor,13,"[52, 64, 68, 71]"
"[51, 57, 66, 72]","[52, 64, 68, 71]","[52, 64, 68, 71]",G,minor,14,"[52, 64, 68, 71]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[52, 64, 68, 71]",G,minor,15,"[52, 64, 68, 71]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[52, 64, 68, 71]",G,minor,0,"[45, 64, 69, 72]"
"[52, 64, 68, 71]","[52, 64, 68, 71]","[45, 64, 69, 72]",G,minor,1,"[45, 64, 69, 72]"
"[52, 64, 68, 71]","[45, 64, 69, 72]","[45, 64, 69, 72]",G,minor,2,"[45, 64, 69, 72]"
"[45, 64, 69, 72]","[45, 64, 69, 72]","[45, 64, 69, 72]",G,minor,3,"[45, 64, 69, 72]"
"[45, 64, 69, 72]","[45, 64, 69, 72]","[45, 64, 69, 72]",G,minor,4,"[50, 65, 69, 71]"
"[45, 64, 69, 72]","[45, 64, 69, 72]","[50, 65, 69, 71]",G,minor,5,"[50, 65, 69, 71]"
"[45, 64, 69, 72]","[50, 65, 69, 71]","[50, 65, 69, 71]",G,minor,6,"[50, 59, 68, 71]"
"[50, 65, 69, 71]","[50, 65, 69, 71]","[50, 59, 68, 71]",G,minor,7,"[50, 59, 68, 71]"
"[50, 65, 69, 71]","[50, 59, 68, 71]","[50, 59, 68, 71]",G,minor,8,"[51, 60, 66, 69]"
"[50, 59, 68, 71]","[50, 59, 68, 71]","[51, 60, 66, 69]",G,minor,9,"[51, 60, 66, 69]"
"[50, 59, 68, 71]","[51, 60, 66, 69]","[51, 60, 66, 69]",G,minor,10,"[51, 60, 66, 69]"
"[51, 60, 66, 69]","[51, 60, 66, 69]","[51, 60, 66, 69]",G,minor,11,"[51, 60, 66, 69]"
"[51, 60, 66, 69]","[51, 60, 66, 69]","[51, 60, 66, 69]",G,minor,12,"[52, 60, 64, 69]"
"[51, 60, 66, 69]","[51, 60, 66, 69]","[52, 60, 64, 69]",G,minor,13,"[52, 60, 64, 69]"
"[51, 60, 66, 69]","[52, 60, 64, 69]","[52, 60, 64, 69]",G,minor,14,"[52, 59, 64, 69]"
"[52, 60, 64, 69]","[52, 60, 64, 69]","[52, 59, 64, 69]",G,minor,15,"[52, 57, 64, 69]"
"[52, 60, 64, 69]","[52, 59, 64, 69]","[52, 57, 64, 69]",G,minor,0,"[40, 59, 64, 68]"
"[52, 59, 64, 69]","[52, 57, 64, 69]","[40, 59, 64, 68]",G,minor,1,"[40, 59, 64, 68]"
"[52, 57, 64, 69]","[40, 59, 64, 68]","[40, 59, 64, 68]",G,minor,2,"[40, 59, 64, 68]"
"[40, 59, 64, 68]","[40, 59, 64, 68]","[40, 59, 64, 68]",G,minor,3,"[40, 59, 64, 68]"
"[40, 59, 64, 68]","[40, 59, 64, 68]","[40, 59, 64, 68]",G,minor,4,"[45, 60, 64, 69]"
"[40, 59, 64, 68]","[40, 59, 64, 68]","[45, 60, 64, 69]",G,minor,5,"[45, 60, 64, 69]"
"[40, 59, 64, 68]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,6,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,7,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,8,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,9,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,10,"[45, 60, 64, 69]"
"[45, 60, 64, 69]","[45, 60, 64, 69]","[45, 60, 64, 69]",G,minor,11,"[45, 60, 64, 69]"
