prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[57, 60, 64, 72]","[57, 60, 64, 72]","[57, 60, 65, 72]",A,minor,3,"[57, 60, 65, 72]"
"[57, 60, 64, 72]","[57, 60, 65, 72]","[57, 60, 65, 72]",A,minor,4,"[52, 60, 67, 72]"
"[57, 60, 65, 72]","[57, 60, 65, 72]","[52, 60, 67, 72]",A,minor,5,"[52, 60, 67, 72]"
"[57, 60, 65, 72]","[52, 60, 67, 72]","[52, 60, 67, 72]",A,minor,6,"[52, 60, 67, 72]"
"[52, 60, 67, 72]","[52, 60, 67, 72]","[52, 60, 67, 72]",A,minor,7,"[52, 60, 67, 72]"
"[52, 60, 67, 72]","[52, 60, 67, 72]","[52, 60, 67, 72]",A,minor,8,"[55, 59, 67, 74]"
"[52, 60, 67, 72]","[52, 60, 67, 72]","[55, 59, 67, 74]",A,minor,9,"[55, 59, 67, 74]"
"[52, 60, 67, 72]","[55, 59, 67, 74]","[55, 59, 67, 74]",A,minor,10,"[55, 59, 67, 74]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[55, 59, 67, 74]",A,minor,11,"[55, 59, 67, 74]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[55, 59, 67, 74]",A,minor,12,"[48, 60, 67, 76]"
"[55, 59, 67, 74]","[55, 59, 67, 74]","[48, 60, 67, 76]",A,minor,13,"[48, 60, 67, 76]"
"[55, 59, 67, 74]","[48, 60, 67, 76]","[48, 60, 67, 76]",A,minor,14,"[48, 60, 67, 76]"
"[48, 60, 67, 76]","[48, 60, 67, 76]","[48, 60, 67, 76]",A,minor,15,"[48, 60, 67, 76]"
"[48, 60, 67, 76]","[48, 60, 67, 76]","[48, 60, 67, 76]",A,minor,0,"[48, 59, 67, 76]"
"[48, 60, 67, 76]","[48, 60, 67, 76]","[48, 59, 67, 76]",A,minor,1,"[48, 59, 67, 76]"
"[48, 60, 67, 76]","[48, 59, 67, 76]","[48, 59, 67, 76]",A,minor,2,"[48, 59, 67, 76]"
"[48, 59, 67, 76]","[48, 59, 67, 76]","[48, 59, 67, 76]",A,minor,3,"[48, 59, 67, 76]"
"[48, 59, 67, 76]","[48, 59, 67, 76]","[48, 59, 67, 76]",A,minor,4,"[50, 57, 65, 74]"
"[48, 59, 67, 76]","[48, 59, 67, 76]","[50, 57, 65, 74]",A,minor,5,"[50, 57, 65, 74]"
"[48, 59, 67, 76]","[50, 57, 65, 74]","[50, 57, 65, 74]",A,minor,6,"[50, 57, 65, 74]"
"[50, 57, 65, 74]","[50, 57, 65, 74]","[50, 57, 65, 74]",A,minor,7,"[50, 57, 65, 74]"
"[50, 57, 65, 74]","[50, 57, 65, 74]","[50, 57, 65, 74]",A,minor,8,"[52, 55, 64, 72]"
